지점,지점명,일시,평균기온(°C),평균최고기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr),합계 일사량(MJ/m2)
130,울진,Jan-22,1.1,6.9,14.6,238.7,
130,울진,Feb-22,1.4,7,4.3,243.3,
130,울진,Mar-22,7.9,12.7,77.2,204,
130,울진,Apr-22,14,19,38.8,251.7,
130,울진,May-22,17.8,23.3,2.6,295.9,
130,울진,Jun-22,20.9,25.2,82,183.8,
130,울진,Jul-22,24.2,27.6,78.2,167.5,
130,울진,Aug-22,25,28.4,172.2,152.2,
130,울진,Sep-22,20.3,24.3,129.6,165,
130,울진,Oct-22,14.3,18.9,296,167.8,
130,울진,Nov-22,11.5,17.1,200.6,208.6,
130,울진,Dec-22,1.2,6.4,3.9,226.5,0
130,울진,Jan-23,2.1,7.3,41,222,
130,울진,Feb-23,3.9,9,65.5,170.4,
130,울진,Mar-23,10,15.1,20.3,230.2,
130,울진,Apr-23,13.6,18.3,35.7,225.4,
130,울진,May-23,16.9,20.7,109.5,245.4,
130,울진,Jun-23,21.2,25.1,144.1,247.9,
130,울진,Jul-23,24.2,27.8,187,165.4,
130,울진,Aug-23,25.4,28.5,250.1,216.4,
130,울진,Sep-23,22.3,26,274.9,169.4,
130,울진,Oct-23,15.6,21.4,11.8,241.9,
130,울진,Nov-23,10,15.3,37.4,230.4,
130,울진,Dec-23,3.9,8.9,139.7,195.6,
130,울진,Jan-24,2.4,7.1,35.5,201,
130,울진,Feb-24,4.3,8.3,112.5,109.7,
130,울진,Mar-24,6.9,11.5,63.5,209.5,
130,울진,Apr-24,13.9,18,54,202.6,
130,울진,May-24,17,22.4,38.3,286.5,
130,울진,Jun-24,21.2,25.7,80.2,278,
130,울진,Jul-24,25.7,29.5,225.2,182.4,
130,울진,Aug-24,27.1,30.6,54,257.6,
130,울진,Sep-24,23.4,26.9,241.5,148,
130,울진,Oct-24,16.6,21,77.3,144.7,
130,울진,Nov-24,11.1,16,19,162.3,
130,울진,Dec-24,3.9,9.2,16.3,224.9,
131,청주,Jan-15,0.3,4.6,16,158.2,239.01
131,청주,Feb-15,2.2,7.1,26.5,168.4,279.94
131,청주,Mar-15,7.5,14.3,44.1,263.8,496.25
131,청주,Apr-15,13.9,19.8,109.1,184.8,435.06
131,청주,May-15,20,26.6,24.4,284.4,644.05
131,청주,Jun-15,23.7,29.2,83.3,227.6,557.55
131,청주,Jul-15,25.4,29.7,141.4,182.8,467.82
131,청주,Aug-15,26.3,31,54.3,228.8,514.94
131,청주,Sep-15,21.5,26.9,20.1,234.7,458.78
131,청주,Oct-15,15.3,21.1,90.5,250.3,384.87
131,청주,Nov-15,9.6,13.1,107.5,81.4,154.03
131,청주,Dec-15,2.5,6.5,39.7,146.7,192.84
131,청주,Jan-16,-1.8,2.3,5.7,181.3,245.37
131,청주,Feb-16,1,5.9,45.5,197.3,305.52
131,청주,Mar-16,7.3,13.2,13.2,244.2,460.85
131,청주,Apr-16,14.7,21.2,132.1,220.5,498.24
131,청주,May-16,19.9,26.2,84.4,288.5,649.03
131,청주,Jun-16,23.6,28.7,39.9,238,578.26
131,청주,Jul-16,26.3,30.5,320,192.2,481.68
131,청주,Aug-16,27.6,32.5,69,247.8,528.68
131,청주,Sep-16,22.7,27,78.1,163.9,370.46
131,청주,Oct-16,15.9,20.5,83.6,150.7,294.55
131,청주,Nov-16,6.9,12,26.4,182.4,253.74
131,청주,Dec-16,2.3,6.7,40.1,161.5,211.97
131,청주,Jan-17,-0.8,3.7,12,195.4,258.24
131,청주,Feb-17,0.8,5.8,38.7,219.8,338.06
131,청주,Mar-17,6.8,12.8,8.9,251.2,465.65
131,청주,Apr-17,14.7,21.3,61.7,265.9,554.54
131,청주,May-17,20,26.5,11.9,312.1,661.15
131,청주,Jun-17,23.4,29.5,17.5,273.7,620.3
131,청주,Jul-17,27.1,31.3,789.1,139.9,405.66
131,청주,Aug-17,26.1,30.4,225.2,198.4,463.86
131,청주,Sep-17,21.5,26.7,78.3,234.1,459.26
131,청주,Oct-17,15.9,21.1,23.1,206.5,353.21
131,청주,Nov-17,6.1,11.3,13.7,208.1,272.04
131,청주,Dec-17,-0.6,3.6,21.1,188.4,238.6
131,청주,Jan-18,-2.9,1.1,17.6,183.5,255.67
131,청주,Feb-18,-0.7,4.4,30.6,217.3,326.83
131,청주,Mar-18,8.5,14.6,81.7,195.5,405.33
131,청주,Apr-18,14.1,20.4,133,236.7,557.56
131,청주,May-18,19.3,24.8,92,238.5,621
131,청주,Jun-18,23.8,29,63.3,245,644.32
131,청주,Jul-18,28.2,32.8,324.9,272.2,640.76
131,청주,Aug-18,28.9,33.5,247.9,228.6,554.85
131,청주,Sep-18,21.3,25.9,204,210.8,465.75
131,청주,Oct-18,13.3,18.7,112.2,231.8,415.49
131,청주,Nov-18,8.4,13.8,45.9,184.6,278.18
131,청주,Dec-18,0.3,5,28.5,196.3,260.23
131,청주,Jan-19,-0.1,4.8,0.1,217.2,294.85
131,청주,Feb-19,1.9,7.1,23,189.4,329.87
131,청주,Mar-19,7.8,13.7,20.3,210.6,449.46
131,청주,Apr-19,13.1,18.9,60.8,206.1,513.53
131,청주,May-19,20.2,26.9,20.3,299.9,752.38
131,청주,Jun-19,23,28.3,82.5,223.2,649.38
131,청주,Jul-19,26.3,30.3,204.8,162.8,538.86
131,청주,Aug-19,27.6,32.2,80.5,215.2,589.93
131,청주,Sep-19,22.9,27.1,155.1,148.9,411.52
131,청주,Oct-19,16.5,21.6,84.3,202.4,404.75
131,청주,Nov-19,8.7,14.2,104.9,195.1,292.37
131,청주,Dec-19,2.3,6.7,20.1,161.4,226.29
131,청주,Jan-20,2.6,7,62,151.2,240.43
131,청주,Feb-20,3.5,8.4,62.7,188.3,328.27
131,청주,Mar-20,8.5,14.6,22.9,244.1,522.47
131,청주,Apr-20,11.8,18.2,15.7,286.3,647.94
131,청주,May-20,19.2,24.7,65.3,229.5,635.42
131,청주,Jun-20,24.5,29.6,145.9,199.4,619.12
131,청주,Jul-20,24.3,27.9,386.6,109.4,456.18
131,청주,Aug-20,27.7,31.7,385.8,145.8,488.11
131,청주,Sep-20,21.5,26.1,160.6,184.4,468.57
131,청주,Oct-20,14.5,20,5.8,224.3,429.9
131,청주,Nov-20,8.8,13.6,41,178.4,281.85
131,청주,Dec-20,0.4,4.9,4.3,178.8,253.94
131,청주,Jan-21,-1.4,3.5,12.7,188.6,272.83
131,청주,Feb-21,3.6,9.1,7.5,203.2,350.53
131,청주,Mar-21,9.6,15.5,76.6,220.4,458.67
131,청주,Apr-21,14.8,20.5,46.4,229.3,580.04
131,청주,May-21,17.8,23,136.4,200.8,561.32
131,청주,Jun-21,23.8,28.7,75.4,205.9,612.12
131,청주,Jul-21,28.3,32.7,138.1,232.2,653.71
131,청주,Aug-21,26.1,30,233.1,149,473.9
131,청주,Sep-21,22.8,27.1,185,181.5,450.48
131,청주,Oct-21,16.1,21.3,29.4,200.6,402.13
131,청주,Nov-21,9,14.2,57.3,182.7,280.14
131,청주,Dec-21,1.7,6.4,3.7,178,249.96
131,청주,Jan-22,-0.9,3.9,1.4,207.4,303.44
131,청주,Feb-22,0,5.2,2.4,222.9,385.29
131,청주,Mar-22,8.5,14,59,192,419.78
131,청주,Apr-22,15.2,21.8,45.2,274.1,629.81
131,청주,May-22,19.7,26,9.1,329.2,795.09
131,청주,Jun-22,24.2,29.3,129.6,186.4,556.06
131,청주,Jul-22,27.6,31.8,171.7,196.1,579.59
131,청주,Aug-22,26.4,29.9,519.4,132.2,432.69
131,청주,Sep-22,22.8,27.9,116,213.6,512.29
131,청주,Oct-22,15.1,20.3,105.9,218.2,425.84
131,청주,Nov-22,10.3,16,56.7,197.7,298.1
131,청주,Dec-22,-2,2.3,20,165.9,229.95
131,청주,Jan-23,-0.6,4.2,28,190.3,294.86
131,청주,Feb-23,2.8,8,2.8,181,338.4
131,청주,Mar-23,10.8,17.6,18.8,248.2,532.72
131,청주,Apr-23,14.7,20.3,30.1,195.7,519.45
131,청주,May-23,20,25.5,202.4,223.5,636.59
131,청주,Jun-23,24.4,29.4,100.5,195.5,648.66
131,청주,Jul-23,27.1,31.1,698.5,135.4,502.21
131,청주,Aug-23,28,32.4,297.7,157.1,524.26
131,청주,Sep-23,24,28.2,270.6,151.3,448.33
131,청주,Oct-23,16.1,21.5,17.4,202.4,436.81
131,청주,Nov-23,8.3,13.1,41.5,170.7,289.43
131,청주,Dec-23,2.5,6.5,97.3,119.1,212.76
131,청주,Jan-24,0.6,4.5,37.2,140,246.33
131,청주,Feb-24,4.6,8.8,79.1,94.1,233.16
131,청주,Mar-24,7.9,13.3,37.9,205.5,471.12
131,청주,Apr-24,17,22.9,49.1,200,537.51
131,청주,May-24,19.4,25.1,122.7,271.5,728.92
131,청주,Jun-24,24.9,30.4,84.7,248.8,721.63
131,청주,Jul-24,27.6,31.3,520.6,113,504.93
131,청주,Aug-24,29.8,34.1,113.1,212.5,615.31
131,청주,Sep-24,26.4,31,328,162.4,474.92
131,청주,Oct-24,16.9,21.4,112.7,138.8,339.17
131,청주,Nov-24,10.5,15.8,41.2,169.5,297.59
131,청주,Dec-24,1.8,5.8,8.6,159.6,264.29
133,대전,Jan-15,0,5,31.5,165.5,278.88
133,대전,Feb-15,1.9,7.2,27,168.2,330.1
133,대전,Mar-15,7.2,14.3,44.7,264.2,568.51
133,대전,Apr-15,13.3,19.3,95.2,179.3,492.2
133,대전,May-15,19.5,26,28.9,297.3,769.22
133,대전,Jun-15,23.4,28.9,119.8,220,643.91
133,대전,Jul-15,25.4,29.5,145.6,188.9,555.59
133,대전,Aug-15,26.4,31.2,51.6,228.5,598.8
133,대전,Sep-15,21.7,27.7,18.5,241.6,547.91
133,대전,Oct-15,15.5,22,94.1,249.2,460.07
133,대전,Nov-15,10.1,13.8,126.1,74.5,183.98
133,대전,Dec-15,3.1,7.9,39.7,140.7,229.13
133,대전,Jan-16,-1.3,3.6,11.6,181.1,282.85
133,대전,Feb-16,1.5,7,45.8,195.5,359.78
133,대전,Mar-16,7.5,14.1,40.3,238.3,537.44
133,대전,Apr-16,14.8,21.5,154.9,219.7,587.62
133,대전,May-16,19.8,26.4,85.1,289.4,759.29
133,대전,Jun-16,23.7,28.7,62.5,221.9,643.42
133,대전,Jul-16,26.6,30.7,367.9,202.9,578.85
133,대전,Aug-16,27.9,33.2,57.4,256,633.3
133,대전,Sep-16,22.4,26.6,196,146.8,415.88
133,대전,Oct-16,15.7,20.6,122.6,149.9,351.9
133,대전,Nov-16,7.2,12.8,29.5,179.2,296.47
133,대전,Dec-16,2.5,7.6,54.8,159.4,250.29
133,대전,Jan-17,-0.4,5,15,191.4,317.33
133,대전,Feb-17,1.2,7.2,42,213.2,397.95
133,대전,Mar-17,6.8,13.4,11.6,247.6,550.58
133,대전,Apr-17,14.5,21.1,77.7,268.3,649.01
133,대전,May-17,19.6,26.3,29.3,303,761.27
133,대전,Jun-17,23.3,29.4,35.3,276.1,730.94
133,대전,Jul-17,27.1,30.7,434.5,146,486.61
133,대전,Aug-17,26,30.1,293.8,194.6,553
133,대전,Sep-17,21.1,26.3,111.4,223.9,537.02
133,대전,Oct-17,15.4,20.8,28.3,191.3,406.7
133,대전,Nov-17,6.4,12.3,15.1,195.3,321.62
133,대전,Dec-17,-0.4,4.7,33.5,181.3,242.01
133,대전,Jan-18,-2.5,2.4,23.9,180.2,206.12
133,대전,Feb-18,-0.4,5.6,40.5,203,239.65
133,대전,Mar-18,8.7,14.9,108.4,202.6,491.91
133,대전,Apr-18,13.9,20.3,155.3,234,523.88
133,대전,May-18,19.2,24.7,95.9,226.4,665.57
133,대전,Jun-18,23.6,29.1,115.8,232.3,683.76
133,대전,Jul-18,27.9,32.4,226.9,254.8,666.2
133,대전,Aug-18,29,33.7,408.6,220.5,599.59
133,대전,Sep-18,21.2,25.7,149.4,196.7,492.13
133,대전,Oct-18,13,18.9,133.9,224.2,443.03
133,대전,Nov-18,8,14.1,49.8,177.1,297.3
133,대전,Dec-18,0.6,5.8,33.7,190.3,279.97
133,대전,Jan-19,0,5.7,1.7,207.3,317.39
133,대전,Feb-19,2,7.8,46.3,187.2,356.73
133,대전,Mar-19,7.7,14,33.7,216.9,488.53
133,대전,Apr-19,12.9,18.9,91.6,202.4,548.21
133,대전,May-19,19.7,26.7,35.6,297.8,759.89
133,대전,Jun-19,22.6,27.9,77.9,228.5,671.8
133,대전,Jul-19,25.8,29.9,199,181.7,566.06
133,대전,Aug-19,27.2,31.6,104.3,230.1,601.3
133,대전,Sep-19,22.5,26.8,167,153.2,430.36
133,대전,Oct-19,16.2,21.5,106.1,206.9,424.26
133,대전,Nov-19,8.7,15.2,94,195.9,320.6
133,대전,Dec-19,2.6,7.9,27,166.4,258.97
133,대전,Jan-20,2.7,7.8,78.5,148,266
133,대전,Feb-20,3.6,9.3,91.2,184.7,360.98
133,대전,Mar-20,8.5,15,24.4,258,570.79
133,대전,Apr-20,11.5,18.7,17.8,301.3,711.35
133,대전,May-20,18.8,24.4,80.4,239.9,677.69
133,대전,Jun-20,24.1,29,192.5,209.7,609.37
133,대전,Jul-20,23.6,27.2,544.9,95.9,428.51
133,대전,Aug-20,27.5,31.5,361.6,176.8,498.2
133,대전,Sep-20,21.2,25.9,173.6,196.3,481.31
133,대전,Oct-20,14.2,20.6,3.2,224.1,404.05
133,대전,Nov-20,8.6,14.4,41.8,173.3,259.68
133,대전,Dec-20,0.5,6.1,4.1,186.5,255.33
133,대전,Jan-21,-1,4.6,23.6,175.5,263.22
133,대전,Feb-21,4,10,14.1,205.4,346.85
133,대전,Mar-21,9.6,15.9,95.2,208.5,449.53
133,대전,Apr-21,14.7,20.9,47.4,228.7,553.13
133,대전,May-21,17.7,23.1,134.2,203.1,526.04
133,대전,Jun-21,23.5,28.5,105.9,217.7,565.42
133,대전,Jul-21,27.8,32.3,151.8,232.1,590.14
133,대전,Aug-21,25.8,29.9,289.2,152.7,421.52
133,대전,Sep-21,22.4,26.8,161.2,167.5,401.14
133,대전,Oct-21,15.7,21.9,40.8,211,383.07
133,대전,Nov-21,8.9,14.9,41.7,180,263.73
133,대전,Dec-21,1.9,7.6,4.4,172.1,241.28
133,대전,Jan-22,-0.8,5.2,1.2,208.1,318.31
133,대전,Feb-22,0.1,6.1,1.4,207.4,384.48
133,대전,Mar-22,8.3,14.5,74,172.9,419.36
133,대전,Apr-22,14.9,21.9,69.7,250.3,614.78
133,대전,May-22,19.4,26.3,8.1,310.9,770.32
133,대전,Jun-22,24.1,29.4,117.6,177.7,566.31
133,대전,Jul-22,27,31.5,195,162.2,542.22
133,대전,Aug-22,25.7,29.6,496.1,115.7,424.22
133,대전,Sep-22,21.8,27.5,90.2,184.7,495.28
133,대전,Oct-22,14.3,20.7,89.3,215.6,442.24
133,대전,Nov-22,9.5,16.6,45.8,183.9,309.14
133,대전,Dec-22,-2,3.3,14.7,153.5,246.74
133,대전,Jan-23,-0.9,5.3,28.4,192.5,301.68
133,대전,Feb-23,2.4,8.8,5.4,177.3,349.63
133,대전,Mar-23,10.2,17.8,23.8,253.4,530.89
133,대전,Apr-23,13.7,19.9,54.5,202.5,528.21
133,대전,May-23,19,25,192.9,226.3,618.41
133,대전,Jun-23,23.6,29.2,147.5,229.5,649.34
133,대전,Jul-23,25.8,30.2,776.3,147.9,473.98
133,대전,Aug-23,27,31.7,326.9,186.4,542.41
133,대전,Sep-23,22.8,27.5,310.2,157.5,443.12
133,대전,Oct-23,15,21.4,12.2,227.8,445.48
133,대전,Nov-23,7.6,13.2,40.3,167.7,293.28
133,대전,Dec-23,2.2,7.3,124.1,141.1,233.54
133,대전,Jan-24,0.3,5.3,47.8,144.4,258.56
133,대전,Feb-24,4.3,9.1,93.9,103.4,257.65
133,대전,Mar-24,7.2,13.1,57.9,212.2,475.82
133,대전,Apr-24,16.1,22.6,32.7,211.3,540.2
133,대전,May-24,18.5,24.8,126.8,283.5,720.64
133,대전,Jun-24,24,30,76.9,270.2,697.02
133,대전,Jul-24,26.6,30.4,485.1,124.1,460.51
133,대전,Aug-24,28.7,33.5,87.3,241,612.88
133,대전,Sep-24,25.8,31,204.6,195.6,485.82
133,대전,Oct-24,16.3,21.5,109.2,147,340.01
133,대전,Nov-24,9.7,16.1,34.6,181.2,308.4
133,대전,Dec-24,1.8,6.7,3.7,167.3,265.25
135,추풍령,Jan-15,-1.1,3.3,34.3,177.9,274.73
135,추풍령,Feb-15,0.5,5.7,30.4,175.3,314.36
135,추풍령,Mar-15,5.8,12.8,47.7,260.3,531.91
135,추풍령,Apr-15,11.7,17.6,100.7,174.4,431.54
135,추풍령,May-15,18.1,24.9,23.7,294.8,714.56
135,추풍령,Jun-15,21,26.8,83.8,195.1,560.86
135,추풍령,Jul-15,23.3,28,148.3,167.7,492.47
135,추풍령,Aug-15,23.8,29.4,89.4,195.4,521.84
135,추풍령,Sep-15,18.7,24.9,24.2,209.2,472.14
135,추풍령,Oct-15,13.8,20.4,79.1,248,427.21
135,추풍령,Nov-15,8.5,12.2,127.6,76.8,172.32
135,추풍령,Dec-15,1.9,6.1,39.8,140.3,209.81
135,추풍령,Jan-16,-2.3,1.8,18.9,182.7,266.79
135,추풍령,Feb-16,0.4,5.4,34.2,187.7,330.87
135,추풍령,Mar-16,6.2,12.5,57.5,220.6,478.8
135,추풍령,Apr-16,13.4,19.9,155.8,208.7,507.17
135,추풍령,May-16,18,25,60.1,286.1,690.28
135,추풍령,Jun-16,21.7,27.1,45.5,199.5,563.07
135,추풍령,Jul-16,24.6,29.5,304.4,189.7,537.69
135,추풍령,Aug-16,25.5,31.7,90.6,248.9,580.45
135,추풍령,Sep-16,20,24.7,187.2,120.5,340.1
135,추풍령,Oct-16,14.2,18.9,123.8,129.8,293.32
135,추풍령,Nov-16,6,11.6,30.2,171.1,271.11
135,추풍령,Dec-16,1.5,6.1,38.9,163.9,239.92
135,추풍령,Jan-17,-1.2,3.8,20.4,192.9,293.88
135,추풍령,Feb-17,0.3,5.9,45,224.3,385.03
135,추풍령,Mar-17,5.5,11.7,30.9,238.2,491.1
135,추풍령,Apr-17,13.4,19.9,64.7,252.1,563.55
135,추풍령,May-17,18.1,24.9,21.3,290.7,680.16
135,추풍령,Jun-17,21.5,27.8,60.6,254.4,653.34
135,추풍령,Jul-17,25.2,30,273.4,140.2,450.85
135,추풍령,Aug-17,24,28.9,208.2,190.6,498.29
135,추풍령,Sep-17,18.8,24.8,105.9,218,481.65
135,추풍령,Oct-17,13.7,19.5,48.2,173.3,357.24
135,추풍령,Nov-17,5.4,11.6,17.2,212.3,309.13
135,추풍령,Dec-17,-1.6,3.2,26,187.7,259.35
135,추풍령,Jan-18,-3.4,1.2,29.2,202.5,307.21
135,추풍령,Feb-18,-1.4,4.2,44.3,212,358.17
135,추풍령,Mar-18,7.1,13.7,127.7,215.9,467.92
135,추풍령,Apr-18,12.7,19.3,132,241.4,552.92
135,추풍령,May-18,17.3,23.1,81.1,213.8,577.31
135,추풍령,Jun-18,21.6,27.2,89.6,210.7,585.87
135,추풍령,Jul-18,25.9,30.9,123.8,244.3,617.51
135,추풍령,Aug-18,26.3,31.7,335.4,212.1,528.9
135,추풍령,Sep-18,19,23.7,92.3,172.9,415.21
135,추풍령,Oct-18,11.5,17.6,196.4,227,416.45
135,추풍령,Nov-18,6.6,13.1,24.4,185,283.94
135,추풍령,Dec-18,-0.4,4.5,28,190.2,262.3
135,추풍령,Jan-19,-0.6,4,7.7,215.1,307.23
135,추풍령,Feb-19,1.2,6.5,31.1,207.7,350.44
135,추풍령,Mar-19,6.7,13.3,33.5,242.1,487.95
135,추풍령,Apr-19,11.4,17.1,91.7,214.7,506.07
135,추풍령,May-19,18.1,25,46.3,312.1,722
135,추풍령,Jun-19,20.8,26.6,116.5,256.8,642.91
135,추풍령,Jul-19,23.6,27.9,185.4,185.7,515.02
135,추풍령,Aug-19,24.9,29.6,218.1,233.4,570.8
135,추풍령,Sep-19,20.3,24.9,191.8,168.3,394.71
135,추풍령,Oct-19,14.2,19.6,179.4,221,399.76
135,추풍령,Nov-19,7.3,13.5,35.4,121.7,258.22
135,추풍령,Dec-19,1,6.3,27.2,170.5,259.36
135,추풍령,Jan-20,1.4,5.7,71,122,238.37
135,추풍령,Feb-20,2.2,7.7,68.2,178.2,349.58
135,추풍령,Mar-20,7.1,13.4,21,236.7,539.12
135,추풍령,Apr-20,10.2,16.6,39.7,264.3,654.61
135,추풍령,May-20,17.1,23,65.3,218,651.87
135,추풍령,Jun-20,22.2,27.6,182.8,197,614.03
135,추풍령,Jul-20,21.4,24.9,499.3,73.5,391.32
135,추풍령,Aug-20,25.4,30.1,333.5,151.8,494.1
135,추풍령,Sep-20,18.7,23.8,226.8,147.2,433.06
135,추풍령,Oct-20,12.4,18.6,5,224,449.15
135,추풍령,Nov-20,7.2,12.6,38.3,168.1,298.32
135,추풍령,Dec-20,-0.8,4.3,3.1,186.7,281.92
135,추풍령,Jan-21,-2.3,3.1,18.2,177.3,298.46
135,추풍령,Feb-21,2.6,8.4,14.8,195.3,368.59
135,추풍령,Mar-21,7.9,13.9,83.8,195.6,471.41
135,추풍령,Apr-21,12.5,18.7,43.8,221.7,591.76
135,추풍령,May-21,15.6,21.2,165.7,156.8,560.85
135,추풍령,Jun-21,20.9,26.3,50.8,182.2,597.88
135,추풍령,Jul-21,24.9,29.9,217.1,191.1,625.42
135,추풍령,Aug-21,23.4,27.9,285.6,118.3,416.39
135,추풍령,Sep-21,19.8,24.2,161.2,123.6,402.65
135,추풍령,Oct-21,13.5,19.8,41,201.3,412.27
135,추풍령,Nov-21,7.2,13,43.9,176.6,293.81
135,추풍령,Dec-21,1,6.1,3.2,182,277.62
135,추풍령,Jan-22,-1.6,3.4,3.4,211.9,331.26
135,추풍령,Feb-22,-1,4.2,2.3,219.9,407.35
135,추풍령,Mar-22,6.9,13.1,71.2,177,440.26
135,추풍령,Apr-22,13.3,20.3,57,244.5,623.47
135,추풍령,May-22,17.6,24.3,4.7,302.2,780.95
135,추풍령,Jun-22,21.9,27.4,98.5,188.4,599.84
135,추풍령,Jul-22,25,29.5,189.1,144.2,539.66
135,추풍령,Aug-22,24.1,28.2,272.6,130.8,450.23
135,추풍령,Sep-22,19.6,25,117.1,161.2,467.29
135,추풍령,Oct-22,12.7,18.7,62.5,198,426.19
135,추풍령,Nov-22,8,15,38.7,198.5,316.47
135,추풍령,Dec-22,-2.6,2.1,11.5,161.4,258.23
135,추풍령,Jan-23,-1.7,3.8,23.4,193.5,307.39
135,추풍령,Feb-23,1.7,7.5,8.2,178.4,353.3
135,추풍령,Mar-23,9,16.4,32.3,240.3,525.46
135,추풍령,Apr-23,12.4,18.7,43.9,201.5,537.58
135,추풍령,May-23,17.3,23.4,144.8,217.5,615.39
135,추풍령,Jun-23,21.8,27.3,254.9,221.8,663.74
135,추풍령,Jul-23,24.6,29.2,390.3,138.4,479.02
135,추풍령,Aug-23,25.6,30.3,288,171.6,550.16
135,추풍령,Sep-23,21.3,25.9,199.8,154.3,443.01
135,추풍령,Oct-23,13.5,20,12.2,232.3,464.21
135,추풍령,Nov-23,6.5,12.1,36.6,183.7,305.05
135,추풍령,Dec-23,1,5.8,117.1,151.5,237.97
135,추풍령,Jan-24,-0.2,4.1,42.5,170.3,282.35
135,추풍령,Feb-24,2.9,7.5,100,96.1,245.25
135,추풍령,Mar-24,6.3,11.9,65.6,200.5,468.19
135,추풍령,Apr-24,14.7,20.9,49.3,192.6,511.78
135,추풍령,May-24,17,23.6,78.5,271.5,709.16
135,추풍령,Jun-24,22.2,28.2,95.4,250.2,683.76
135,추풍령,Jul-24,25.3,29.3,443.6,123.9,478.38
135,추풍령,Aug-24,26.8,32.2,20.6,242.7,631.16
135,추풍령,Sep-24,23.5,28.8,221.3,169,451.66
135,추풍령,Oct-24,14.4,19.7,74.9,139,305.51
135,추풍령,Nov-24,8.4,14.2,31.2,177.7,292.46
135,추풍령,Dec-24,1,5,8.6,195.5,280.87
136,안동,Jan-15,-0.8,4.7,15.8,219.5,279.11
136,안동,Feb-15,1.2,7.1,17.7,212.9,327.78
136,안동,Mar-15,6.6,14.1,39.3,289.4,534.35
136,안동,Apr-15,12.6,18.8,66.5,190,453.69
136,안동,May-15,19.3,26.8,26.1,316.6,724.63
136,안동,Jun-15,22,28.4,135.4,221.4,580.09
136,안동,Jul-15,24.6,29.3,123.5,215.6,555.56
136,안동,Aug-15,24.9,30.8,161.2,233.7,531.78
136,안동,Sep-15,19.8,26.2,11.6,206.7,476.2
136,안동,Oct-15,14.1,21.6,44.7,252.3,434.87
136,안동,Nov-15,9,13.5,91.7,87.9,182.27
136,안동,Dec-15,1.9,7.1,21.6,158,216.57
136,안동,Jan-16,-2.3,3.2,6.8,221,286.03
136,안동,Feb-16,0.8,6.9,32.8,218.9,346.58
136,안동,Mar-16,7.1,13.9,45.8,235.1,478.89
136,안동,Apr-16,14,20.9,126.3,240,524.14
136,안동,May-16,19,26.4,51.4,313.5,688.14
136,안동,Jun-16,23.2,28.8,43.4,253.9,601.08
136,안동,Jul-16,25.4,30.5,274.5,229.7,535.64
136,안동,Aug-16,26.7,33.4,38,289.3,609.4
136,안동,Sep-16,21,25.7,166.8,107.7,313.86
136,안동,Oct-16,15,20.3,83.8,138.5,297.15
136,안동,Nov-16,6.7,12.6,16.6,177.5,262.98
136,안동,Dec-16,1.7,7.4,48.2,187.5,242.49
136,안동,Jan-17,-1,5.2,3.8,226.8,302.19
136,안동,Feb-17,1,7.4,25.2,234.5,383.9
136,안동,Mar-17,6.2,13.2,27.4,246.8,471.58
136,안동,Apr-17,14.1,21.3,83,276.2,571.58
136,안동,May-17,19.4,26.8,22,306.7,682.29
136,안동,Jun-17,22.3,29.7,24,304.3,668.32
136,안동,Jul-17,26.1,30.9,454.4,201.3,484.43
136,안동,Aug-17,25.1,29.9,129.2,226.2,498.36
136,안동,Sep-17,20,26.4,91.6,242.7,491.08
136,안동,Oct-17,14.7,20.9,68.5,194.5,352.17
136,안동,Nov-17,5.5,12.5,0.3,238.6,318.75
136,안동,Dec-17,-1.7,4.2,9.4,242.6,280.13
136,안동,Jan-18,-3.1,2.5,15.1,233.7,296.22
136,안동,Feb-18,-0.7,5.9,18.3,239.6,364.52
136,안동,Mar-18,7.9,14.7,93.5,243.7,466.16
136,안동,Apr-18,13.8,20.9,148.7,251.7,604.79
136,안동,May-18,18.4,24.7,98.1,235.8,659.04
136,안동,Jun-18,22.7,28.6,48.5,224.2,634.73
136,안동,Jul-18,27.5,32.7,154,275.6,711.72
136,안동,Aug-18,27.3,33,249.9,241.1,596.48
136,안동,Sep-18,19.8,25.2,93.7,177.4,443.06
136,안동,Oct-18,12.3,19.1,108.8,213.1,441.63
136,안동,Nov-18,6.8,13.9,29.8,158.5,290.14
136,안동,Dec-18,-0.2,5.9,19.6,204,285.37
136,안동,Jan-19,-0.7,5.6,3.6,234.2,333.28
136,안동,Feb-19,2,7.8,30.1,196.4,352.25
136,안동,Mar-19,6.8,13.7,33.2,238.4,497.33
136,안동,Apr-19,11.7,18.5,86.2,215.3,539.94
136,안동,May-19,18.8,26.3,49.5,310.3,742.87
136,안동,Jun-19,21.5,27.5,88.7,241.8,660.61
136,안동,Jul-19,24.7,29.1,106.7,179.9,541.55
136,안동,Aug-19,25.8,31,126.1,228.9,586.65
136,안동,Sep-19,21.2,26.1,156.4,146,402.66
136,안동,Oct-19,14.7,20.8,133,192.3,392.76
136,안동,Nov-19,7.3,14.1,34.5,179.8,297.1
136,안동,Dec-19,0.8,6.8,19.8,187,256.51
136,안동,Jan-20,1.5,6.7,50.5,171.8,260.46
136,안동,Feb-20,2.5,8.5,58.6,212.7,360.99
136,안동,Mar-20,7.6,14.6,11,252.4,530.52
