지점,지점명,일시,평균최고기온(°C),월합강수량(00~24h만)(mm)
90,속초,2018-01,2.8,3.9
90,속초,2018-02,3.9,54.4
90,속초,2018-03,12.5,55
90,속초,2018-04,18.8,141.7
90,속초,2018-05,20.7,123.6
90,속초,2018-06,25.9,46.5
90,속초,2018-07,28.7,185.4
90,속초,2018-08,29.2,625
90,속초,2018-09,23.8,66.1
90,속초,2018-10,17.9,257.6
90,속초,2018-11,13.3,207.4
90,속초,2018-12,5.8,10.4
90,속초,2019-01,6.3,8.7
90,속초,2019-02,6.5,27.6
90,속초,2019-03,13.1,44.4
90,속초,2019-04,16.6,80.9
90,속초,2019-05,25,5.7
90,속초,2019-06,24.1,97.8
90,속초,2019-07,28,234.4
90,속초,2019-08,29.4,293.5
90,속초,2019-09,24.7,209.9
90,속초,2019-10,20,185.5
90,속초,2019-11,13.9,157.3
90,속초,2019-12,8.4,9.8
90,속초,2020-01,7.2,148.1
90,속초,2020-02,8,55.8
90,속초,2020-03,12.6,38
90,속초,2020-04,16.1,38.4
90,속초,2020-05,21.6,245.1
90,속초,2020-06,26.4,271.9
90,속초,2020-07,24.7,374.7
90,속초,2020-08,29.6,411.3
90,속초,2020-09,23.8,482.8
90,속초,2020-10,19,0
90,속초,2020-11,14.4,19.2
90,속초,2020-12,6,.5
90,속초,2021-01,2.9,0
90,속초,2021-02,7.7,5
90,속초,2021-03,12.6,104.2
90,속초,2021-04,16.6,97.2
90,속초,2021-05,21.5,154.9
90,속초,2021-06,23.8,43.8
90,속초,2021-07,29.3,104.1
90,속초,2021-08,28,247.1
90,속초,2021-09,24.7,141.6
90,속초,2021-10,20,216.9
90,속초,2021-11,14.4,16.2
90,속초,2021-12,7.2,68.7
90,속초,2022-01,3,3.6
90,속초,2022-02,4.3,11.1
90,속초,2022-03,11.3,114.5
90,속초,2022-04,19.1,33.5
90,속초,2022-05,23.7,9.1
90,속초,2022-06,24.7,248.7
90,속초,2022-07,27.7,213.1
90,속초,2022-08,28.4,323.7
90,속초,2022-09,24.8,263.8
90,속초,2022-10,18.2,377.1
90,속초,2022-11,16,38.4
90,속초,2022-12,4.1,.7
90,속초,2023-01,4.6,94.7
90,속초,2023-02,6.6,43.4
90,속초,2023-03,13.4,10.1
90,속초,2023-04,17.4,57
90,속초,2023-05,21.8,81
90,속초,2023-06,26.2,200.1
90,속초,2023-07,30,108.2
90,속초,2023-08,28,669.6
90,속초,2023-09,25.1,208.2
90,속초,2023-10,21.2,31.4
90,속초,2023-11,13.6,60.1
90,속초,2023-12,5.9,205
90,속초,2024-01,4.6,11.6
90,속초,2024-02,5.7,125.7
90,속초,2024-03,10,58.6
90,속초,2024-04,18.4,63.4
90,속초,2024-05,22.7,63.4
90,속초,2024-06,26.1,133.8
90,속초,2024-07,30.3,109.3
90,속초,2024-08,31.2,46.4
90,속초,2024-09,25.3,457.9
90,속초,2024-10,20.2,143.2
90,속초,2024-11,15.2,17.6
90,속초,2024-12,7.2,3.2
93,북춘천,2018-01,.6,6.5
93,북춘천,2018-02,3.6,33
93,북춘천,2018-03,13.8,32
93,북춘천,2018-04,19.5,117.2
93,북춘천,2018-05,23.9,200.5
93,북춘천,2018-06,29.3,88.6
93,북춘천,2018-07,31.8,189.7
93,북춘천,2018-08,32.9,354.6
93,북춘천,2018-09,25.7,63
93,북춘천,2018-10,17.9,102.6
93,북춘천,2018-11,12.1,56.9
93,북춘천,2018-12,3.4,17.3
93,북춘천,2019-01,4.2,.2
93,북춘천,2019-02,5.9,27.5
93,북춘천,2019-03,12.3,30.9
93,북춘천,2019-04,18.3,49.7
93,북춘천,2019-05,26.6,31.4
93,북춘천,2019-06,27.8,88.7
93,북춘천,2019-07,29.9,252.2
93,북춘천,2019-08,31.2,186.6
93,북춘천,2019-09,26.5,147.9
93,북춘천,2019-10,20.7,48.4
93,북춘천,2019-11,11.9,57.8
93,북춘천,2019-12,4.3,10.5
93,북춘천,2020-01,5.6,55.9
93,북춘천,2020-02,6.9,35.3
93,북춘천,2020-03,13.5,13.7
93,북춘천,2020-04,17.4,17
93,북춘천,2020-05,23.7,122.2
93,북춘천,2020-06,29.5,79.1
93,북춘천,2020-07,27.9,183.6
93,북춘천,2020-08,29.6,821.2
93,북춘천,2020-09,24.9,153.1
93,북춘천,2020-10,19.1,.3
93,북춘천,2020-11,12.1,75.2
93,북춘천,2020-12,2.9,4.8
93,북춘천,2021-01,.7,14.3
93,북춘천,2021-02,7.6,5.6
93,북춘천,2021-03,14.3,100.1
93,북춘천,2021-04,19.5,110.2
93,북춘천,2021-05,22.1,159.3
93,북춘천,2021-06,27.5,128.1
93,북춘천,2021-07,32.7,202
93,북춘천,2021-08,29.3,122.5
93,북춘천,2021-09,26.4,103.7
93,북춘천,2021-10,19.6,64.4
93,북춘천,2021-11,12.2,49.8
93,북춘천,2021-12,3.8,5.2
93,북춘천,2022-01,1.8,1.9
93,북춘천,2022-02,3.7,6.3
93,북춘천,2022-03,12.5,88.3
93,북춘천,2022-04,21.2,27.7
93,북춘천,2022-05,25,8.1
93,북춘천,2022-06,27,386.5
93,북춘천,2022-07,31.1,223.8
93,북춘천,2022-08,28.8,418.4
93,북춘천,2022-09,26.5,239
93,북춘천,2022-10,18.6,116.1
93,북춘천,2022-11,14,64
93,북춘천,2022-12,.1,10.7
93,북춘천,2023-01,1.2,43.8
93,북춘천,2023-02,6.5,1.1
93,북춘천,2023-03,16.3,8.4
93,북춘천,2023-04,18.6,95.7
93,북춘천,2023-05,25,112.4
93,북춘천,2023-06,28.4,280.7
93,북춘천,2023-07,30.9,318.1
93,북춘천,2023-08,30.9,203.6
93,북춘천,2023-09,27.2,119.5
93,북춘천,2023-10,19.6,25.9
93,북춘천,2023-11,10.4,80.3
93,북춘천,2023-12,3.9,77.3
93,북춘천,2024-01,2.7,8.9
93,북춘천,2024-02,7.3,45
93,북춘천,2024-03,11.9,40.9
93,북춘천,2024-04,22.2,27.6
93,북춘천,2024-05,24.4,126.9
93,북춘천,2024-06,30.3,124.5
93,북춘천,2024-07,30,411.1
93,북춘천,2024-08,33.5,92.7
93,북춘천,2024-09,28.6,184.9
93,북춘천,2024-10,20.1,68.5
93,북춘천,2024-11,14.3,27.7
93,북춘천,2024-12,4,3.6
95,철원,2018-01,-1.2,7.9
95,철원,2018-02,2.1,14.4
95,철원,2018-03,12.8,33.6
95,철원,2018-04,17.9,139.4
95,철원,2018-05,22.8,263.1
95,철원,2018-06,27.8,122.3
95,철원,2018-07,30.4,174.2
95,철원,2018-08,31.8,527
95,철원,2018-09,25.2,55.4
95,철원,2018-10,17.2,74.8
95,철원,2018-11,11.4,60.2
95,철원,2018-12,2.6,8.3
95,철원,2019-01,2.6,0
95,철원,2019-02,5,20.6
95,철원,2019-03,11.3,23.3
95,철원,2019-04,17.2,28
95,철원,2019-05,25.3,26.4
95,철원,2019-06,26.9,57.1
95,철원,2019-07,29.1,305.3
95,철원,2019-08,30.1,156.9
95,철원,2019-09,25.8,199.1
95,철원,2019-10,20.3,30.8
95,철원,2019-11,11.9,53
95,철원,2019-12,4,20
95,철원,2020-01,4.8,79.7
95,철원,2020-02,6,46.8
95,철원,2020-03,12.6,16.9
95,철원,2020-04,16.4,20.9
95,철원,2020-05,22.6,161.7
95,철원,2020-06,28.2,92.2
95,철원,2020-07,27.5,184.5
95,철원,2020-08,28.7,903
95,철원,2020-09,24.4,166
95,철원,2020-10,18.5,4.1
95,철원,2020-11,11.4,72.3
95,철원,2020-12,2.1,1.2
95,철원,2021-01,.7,7.6
95,철원,2021-02,6.8,4.8
95,철원,2021-03,13.4,103.7
95,철원,2021-04,18.7,99.3
95,철원,2021-05,21.8,199.1
95,철원,2021-06,26.8,67.6
95,철원,2021-07,31.7,117.2
95,철원,2021-08,28.7,219.6
95,철원,2021-09,26,105.9
95,철원,2021-10,19.2,128.3
95,철원,2021-11,12,57.3
95,철원,2021-12,3.6,4.9
95,철원,2022-01,1.3,2.5
95,철원,2022-02,2.8,8.9
95,철원,2022-03,11.6,90.9
95,철원,2022-04,19.9,17.9
95,철원,2022-05,23.8,14.5
95,철원,2022-06,25.8,437.2
95,철원,2022-07,29.9,247.6
95,철원,2022-08,28.2,420.4
95,철원,2022-09,25.9,257.4
95,철원,2022-10,18.3,162.1
95,철원,2022-11,13.9,85.2
95,철원,2022-12,-.6,8.1
95,철원,2023-01,.7,42.2
95,철원,2023-02,5.7,0
95,철원,2023-03,15.1,12.5
95,철원,2023-04,17.9,97.5
95,철원,2023-05,24,161.9
95,철원,2023-06,27.3,220.4
95,철원,2023-07,30.1,383.4
95,철원,2023-08,29.8,241.6
95,철원,2023-09,26.8,102.9
95,철원,2023-10,19.7,30.5
95,철원,2023-11,9.8,104.9
95,철원,2023-12,3.3,69.4
95,철원,2024-01,2.1,7.2
95,철원,2024-02,6.7,48.2
95,철원,2024-03,11,42.4
95,철원,2024-04,21.7,17.9
95,철원,2024-05,23,156.5
95,철원,2024-06,29.2,98.1
95,철원,2024-07,29.1,759.5
95,철원,2024-08,32.5,232.9
95,철원,2024-09,27.9,179.2
95,철원,2024-10,19.9,66.7
95,철원,2024-11,13.8,29.8
95,철원,2024-12,3.2,7.3
98,동두천,2018-01,.8,7
98,동두천,2018-02,4.4,30.7
98,동두천,2018-03,14.6,38.7
98,동두천,2018-04,19.9,125.9
98,동두천,2018-05,24.1,242.9
98,동두천,2018-06,28.7,193.6
98,동두천,2018-07,31.5,216.9
98,동두천,2018-08,33.3,407.4
98,동두천,2018-09,26.2,56.5
98,동두천,2018-10,18.6,107.9
98,동두천,2018-11,13.5,61.5
98,동두천,2018-12,4.6,11
98,동두천,2019-01,4.9,.4
98,동두천,2019-02,6.3,26.7
98,동두천,2019-03,12.9,32.5
98,동두천,2019-04,18.3,34.8
98,동두천,2019-05,26.2,34.5
98,동두천,2019-06,27.3,63.2
98,동두천,2019-07,29.5,329.8
98,동두천,2019-08,30.5,135.2
98,동두천,2019-09,26.2,247.5
98,동두천,2019-10,21,38.2
98,동두천,2019-11,12.8,58.1
98,동두천,2019-12,5,27.2
98,동두천,2020-01,5.9,71.4
98,동두천,2020-02,7.6,54.8
98,동두천,2020-03,14.4,19.7
98,동두천,2020-04,17.9,19.5
98,동두천,2020-05,23.7,134.3
98,동두천,2020-06,28.8,128.6
98,동두천,2020-07,27.5,248
98,동두천,2020-08,28.8,757.8
98,동두천,2020-09,25,130.4
98,동두천,2020-10,19.5,2.9
98,동두천,2020-11,12.8,73.9
98,동두천,2020-12,3.7,.6
98,동두천,2021-01,2.1,15.4
98,동두천,2021-02,8.4,8.5
98,동두천,2021-03,15.5,107.8
98,동두천,2021-04,20.3,99.3
98,동두천,2021-05,22.2,228.8
98,동두천,2021-06,27,103.3
98,동두천,2021-07,31.7,100.2
98,동두천,2021-08,29.2,140.6
98,동두천,2021-09,26.3,100.6
98,동두천,2021-10,19.9,71.2
98,동두천,2021-11,13.3,51.6
98,동두천,2021-12,5,8.3
98,동두천,2022-01,2.6,6.5
98,동두천,2022-02,4.4,7.1
98,동두천,2022-03,13.6,91
98,동두천,2022-04,21.7,17.8
98,동두천,2022-05,25.2,16.4
98,동두천,2022-06,26.6,522.8
98,동두천,2022-07,30.4,302.7
98,동두천,2022-08,28.2,506.8
98,동두천,2022-09,26.3,204.5
98,동두천,2022-10,19.2,146.3
98,동두천,2022-11,15.2,88.7
98,동두천,2022-12,1,12
98,동두천,2023-01,2.2,49.8
98,동두천,2023-02,7.4,.5
98,동두천,2023-03,16.9,14.4
98,동두천,2023-04,19.4,94.6
98,동두천,2023-05,25,158.7
98,동두천,2023-06,27.4,218.4
98,동두천,2023-07,29.8,355.6
98,동두천,2023-08,30.1,255.9
98,동두천,2023-09,27,56.3
98,동두천,2023-10,20.5,38.5
98,동두천,2023-11,11.2,93.4
98,동두천,2023-12,4.8,76.6
98,동두천,2024-01,3.1,13.2
98,동두천,2024-02,8,58.2
98,동두천,2024-03,12.6,38
98,동두천,2024-04,23.2,22.2
98,동두천,2024-05,23.5,140.6
98,동두천,2024-06,29.8,96.7
98,동두천,2024-07,29.1,378.2
98,동두천,2024-08,32.5,146.5
98,동두천,2024-09,28.6,178
98,동두천,2024-10,20.7,57.2
98,동두천,2024-11,14.9,34.2
98,동두천,2024-12,4.7,7.6
99,파주,2018-01,-.8,6.1
99,파주,2018-02,2.7,28.6
99,파주,2018-03,12.4,36.3
99,파주,2018-04,17.7,122.4
99,파주,2018-05,22.6,208.2
99,파주,2018-06,27.4,137
99,파주,2018-07,30.9,127.4
99,파주,2018-08,32.2,129.5
99,파주,2018-09,25.8,50.3
99,파주,2018-10,18.4,102
99,파주,2018-11,12.4,50.5
99,파주,2018-12,3.3,11.2
99,파주,2019-01,3.6,.2
99,파주,2019-02,5.4,23.3
99,파주,2019-03,11.9,25.5
99,파주,2019-04,17.4,38.6
99,파주,2019-05,25,37.1
99,파주,2019-06,26.3,62.2
99,파주,2019-07,29.2,259.6
99,파주,2019-08,30.3,161.9
99,파주,2019-09,25.7,283.2
99,파주,2019-10,21,30.4
99,파주,2019-11,12.1,72.2
99,파주,2019-12,4.3,28.2
99,파주,2020-01,5.3,82.3
99,파주,2020-02,6.7,54.3
99,파주,2020-03,12.9,12.1
99,파주,2020-04,16.9,17.5
99,파주,2020-05,22.9,131.8
99,파주,2020-06,27.8,131.4
99,파주,2020-07,27.2,231.2
99,파주,2020-08,28.9,682.6
99,파주,2020-09,25,195.7
99,파주,2020-10,19.2,3.5
99,파주,2020-11,12.1,64.2
99,파주,2020-12,3.1,5.7
99,파주,2021-01,1.5,12.9
99,파주,2021-02,7.2,10
99,파주,2021-03,14,112.4
99,파주,2021-04,19,106.4
99,파주,2021-05,21.9,243
99,파주,2021-06,26.7,50.4
99,파주,2021-07,31.4,93.6
99,파주,2021-08,29.3,183.3
99,파주,2021-09,26.5,93.5
99,파주,2021-10,19.8,79.4
99,파주,2021-11,12.7,47.2
99,파주,2021-12,4.4,5.8
99,파주,2022-01,1.9,7.2
99,파주,2022-02,3.5,2.6
99,파주,2022-03,12.2,103.3
99,파주,2022-04,19.8,19.5
99,파주,2022-05,24,12.7
99,파주,2022-06,26.1,509.9
99,파주,2022-07,30.1,290.2
99,파주,2022-08,28.3,353.5
99,파주,2022-09,26,152.4
99,파주,2022-10,18.8,181.6
99,파주,2022-11,14.4,89.2
99,파주,2022-12,.4,8.4
99,파주,2023-01,1.6,42.9
99,파주,2023-02,6.2,1
99,파주,2023-03,14.8,14.7
99,파주,2023-04,18.3,102.3
99,파주,2023-05,24.2,139.2
99,파주,2023-06,26.9,212
99,파주,2023-07,29.5,441
99,파주,2023-08,29.7,247.8
99,파주,2023-09,27.2,43.1
99,파주,2023-10,20.5,46.5
99,파주,2023-11,10.4,75.5
99,파주,2023-12,4.1,72
99,파주,2024-01,2.4,12.1
99,파주,2024-02,7,71.9
99,파주,2024-03,11.7,20.4
99,파주,2024-04,21.8,23.3
99,파주,2024-05,22.9,130.7
99,파주,2024-06,29.2,56.7
99,파주,2024-07,29.1,871
99,파주,2024-08,32.6,92.1
99,파주,2024-09,28.5,114.2
99,파주,2024-10,20.4,52.4
99,파주,2024-11,14.2,22.3
99,파주,2024-12,3.8,5.5
100,대관령,2018-01,-3.2,4.3
100,대관령,2018-02,-1.2,43.2
100,대관령,2018-03,7.4,72.9
100,대관령,2018-04,13.9,128.7
100,대관령,2018-05,18.2,203
100,대관령,2018-06,22.8,83.5
100,대관령,2018-07,25.8,228
100,대관령,2018-08,25.5,542.6
100,대관령,2018-09,18.7,195.4
100,대관령,2018-10,12.9,158.4
100,대관령,2018-11,8.8,50.4
100,대관령,2018-12,.7,21
100,대관령,2019-01,.4,.5
100,대관령,2019-02,2.1,16.7
100,대관령,2019-03,7.3,48.5
100,대관령,2019-04,12.3,59.9
100,대관령,2019-05,21.6,5.6
100,대관령,2019-06,21.9,168.5
100,대관령,2019-07,23.8,183.8
100,대관령,2019-08,25.6,205.8
100,대관령,2019-09,21.3,251.5
100,대관령,2019-10,15.3,176.9
100,대관령,2019-11,9.4,78.4
100,대관령,2019-12,2.2,2.4
100,대관령,2020-01,1.6,86.3
100,대관령,2020-02,2.5,45.5
100,대관령,2020-03,8.4,39.1
100,대관령,2020-04,11.1,64.2
100,대관령,2020-05,18.6,104.6
100,대관령,2020-06,24.3,157.5
100,대관령,2020-07,22.3,382.3
100,대관령,2020-08,25.8,296.7
100,대관령,2020-09,19.1,551
100,대관령,2020-10,14.6,1.8
100,대관령,2020-11,8.9,22.6
100,대관령,2020-12,-.4,4.2
100,대관령,2021-01,-1.8,7.8
100,대관령,2021-02,3.8,2.2
100,대관령,2021-03,9.2,86.2
100,대관령,2021-04,13.5,98.4
100,대관령,2021-05,17.3,154
100,대관령,2021-06,21.7,78.6
100,대관령,2021-07,26.4,124.8
100,대관령,2021-08,23.6,217.2
100,대관령,2021-09,19.8,153.9
100,대관령,2021-10,15.8,65.2
100,대관령,2021-11,8.7,32.6
100,대관령,2021-12,1.3,6.4
100,대관령,2022-01,-.7,1.3
100,대관령,2022-02,-.6,2.2
100,대관령,2022-03,8,76.6
100,대관령,2022-04,15.3,43.5
100,대관령,2022-05,20,9.3
100,대관령,2022-06,21.8,245.2
100,대관령,2022-07,26.1,173.3
100,대관령,2022-08,24.3,415.6
100,대관령,2022-09,21.2,206.5
100,대관령,2022-10,14.1,145.4
100,대관령,2022-11,11.7,40
100,대관령,2022-12,-2.4,2.3
100,대관령,2023-01,-.9,27
100,대관령,2023-02,2.3,3.5
100,대관령,2023-03,11.2,17.8
100,대관령,2023-04,14.3,54.5
100,대관령,2023-05,19.7,92.5
100,대관령,2023-06,23.4,194.3
100,대관령,2023-07,26.7,181.9
100,대관령,2023-08,25.7,303.8
100,대관령,2023-09,21.6,190.2
100,대관령,2023-10,15.9,31.2
100,대관령,2023-11,8,39.9
100,대관령,2023-12,.5,155.2
100,대관령,2024-01,-1.1,16.8
100,대관령,2024-02,1.2,119.6
100,대관령,2024-03,5.8,52.7
100,대관령,2024-04,16.2,53.9
100,대관령,2024-05,19.9,64.9
100,대관령,2024-06,24.8,110.9
100,대관령,2024-07,25.5,211.6
100,대관령,2024-08,27.8,95.2
100,대관령,2024-09,23.4,249
100,대관령,2024-10,16.1,163.6
100,대관령,2024-11,9.7,29.3
100,대관령,2024-12,0,2.2
101,춘천,2018-01,.3,5.9
101,춘천,2018-02,3.4,36.5
101,춘천,2018-03,13.5,32.8
101,춘천,2018-04,19.3,139.5
101,춘천,2018-05,23.5,201.9
101,춘천,2018-06,29.1,104.1
101,춘천,2018-07,31.5,213.6
101,춘천,2018-08,32.3,389.5
101,춘천,2018-09,25.3,69.9
101,춘천,2018-10,17.5,127.5
101,춘천,2018-11,11.7,63.5
101,춘천,2018-12,3.3,16.8
101,춘천,2019-01,4.1,1.3
101,춘천,2019-02,6.4,29
101,춘천,2019-03,12.5,38.7
101,춘천,2019-04,18.3,49.4
101,춘천,2019-05,26.5,27.1
101,춘천,2019-06,28,76.4
101,춘천,2019-07,29.9,238.6
101,춘천,2019-08,31.2,192.3
101,춘천,2019-09,26.4,142.6
101,춘천,2019-10,20.6,50.3
101,춘천,2019-11,11.6,63.1
101,춘천,2019-12,4.4,14.4
101,춘천,2020-01,5.7,80
101,춘천,2020-02,7.2,54.2
101,춘천,2020-03,13.9,13.8
101,춘천,2020-04,17.5,14.4
101,춘천,2020-05,23.8,118.3
101,춘천,2020-06,29.8,75.8
101,춘천,2020-07,28.1,174.3
101,춘천,2020-08,29.5,773.7
101,춘천,2020-09,24.8,157.2
101,춘천,2020-10,19.4,.1
101,춘천,2020-11,12.6,84.2
101,춘천,2020-12,3.8,4.9
101,춘천,2021-01,1.5,17.7
101,춘천,2021-02,8,6.6
101,춘천,2021-03,14.8,104.1
101,춘천,2021-04,19.9,121.7
101,춘천,2021-05,22.3,172.3
101,춘천,2021-06,27.7,99.7
101,춘천,2021-07,32.8,169.5
101,춘천,2021-08,29.5,129.6
101,춘천,2021-09,26.7,106
101,춘천,2021-10,20,60.6
101,춘천,2021-11,12.8,53
101,춘천,2021-12,4.5,5.1
101,춘천,2022-01,3,2.8
101,춘천,2022-02,4.9,6.6
101,춘천,2022-03,13.2,103
101,춘천,2022-04,21.6,28.5
101,춘천,2022-05,25.3,10.9
101,춘천,2022-06,27.4,402.5
101,춘천,2022-07,31.3,208.2
101,춘천,2022-08,29,491.7
101,춘천,2022-09,26.7,256.7
101,춘천,2022-10,19.4,137.3
101,춘천,2022-11,14.7,69.5
101,춘천,2022-12,1.2,10.7
101,춘천,2023-01,2.2,52.3
101,춘천,2023-02,6.9,1.1
101,춘천,2023-03,16.3,9.3
101,춘천,2023-04,18.7,90.6
101,춘천,2023-05,24.7,115.6
101,춘천,2023-06,28.1,263.2
101,춘천,2023-07,30.7,313.5
101,춘천,2023-08,30.6,215.2
101,춘천,2023-09,27.1,122.8
101,춘천,2023-10,19.6,28.2
101,춘천,2023-11,11.1,86.2
101,춘천,2023-12,4.6,91.8
101,춘천,2024-01,3.5,9.3
101,춘천,2024-02,7.8,54.3
101,춘천,2024-03,12,44.3
101,춘천,2024-04,22,31.4
101,춘천,2024-05,24.1,117.8
101,춘천,2024-06,29.9,141.8
101,춘천,2024-07,29.7,439.9
101,춘천,2024-08,32.9,76.4
101,춘천,2024-09,28.1,207.4
101,춘천,2024-10,19.8,64.9
101,춘천,2024-11,14.4,29.7
101,춘천,2024-12,4.6,2.4
102,백령도,2018-01,-.7,10.5
102,백령도,2018-02,.8,2.6
102,백령도,2018-03,7.7,22.6
102,백령도,2018-04,12.8,89.5
102,백령도,2018-05,17.1,62.5
102,백령도,2018-06,22.3,101.9
102,백령도,2018-07,26.1,181.7
102,백령도,2018-08,28.3,194.9
102,백령도,2018-09,22.6,44.2
102,백령도,2018-10,16.6,36.4
102,백령도,2018-11,11.7,56.6
102,백령도,2018-12,3.5,27.7
102,백령도,2019-01,3.2,.1
102,백령도,2019-02,3.5,21.1
102,백령도,2019-03,8.2,23.5
102,백령도,2019-04,13.1,23.7
102,백령도,2019-05,19.8,28.9
102,백령도,2019-06,21.4,48.5
102,백령도,2019-07,25.7,128.7
102,백령도,2019-08,27.3,52.4
102,백령도,2019-09,23.5,144.4
102,백령도,2019-10,18.7,9.6
102,백령도,2019-11,12,83.2
102,백령도,2019-12,6.6,31.3
102,백령도,2020-01,4.9,40.9
102,백령도,2020-02,5,28.4
102,백령도,2020-03,9.2,6.9
102,백령도,2020-04,12.4,20.5
102,백령도,2020-05,17.2,223.2
102,백령도,2020-06,22.7,119.4
102,백령도,2020-07,24.3,214.3
102,백령도,2020-08,26,302.9
102,백령도,2020-09,23.3,232.9
102,백령도,2020-10,17.8,22.5
102,백령도,2020-11,12.1,37.4
102,백령도,2020-12,4.9,9.1
102,백령도,2021-01,1.8,64.5
102,백령도,2021-02,5.6,4.6
102,백령도,2021-03,9.4,68
102,백령도,2021-04,14.8,67.1
102,백령도,2021-05,18.3,67.3
102,백령도,2021-06,22.5,178.5
102,백령도,2021-07,27.4,39.7
102,백령도,2021-08,26.5,346.4
102,백령도,2021-09,24.1,164.4
102,백령도,2021-10,18.7,60.7
102,백령도,2021-11,13.5,46.2
102,백령도,2021-12,6.5,12.4
102,백령도,2022-01,2.6,12.2
102,백령도,2022-02,2.7,4.9
102,백령도,2022-03,8.3,69.8
102,백령도,2022-04,14,3.7
102,백령도,2022-05,18.2,5.1
102,백령도,2022-06,22.4,219.8
102,백령도,2022-07,27,255
102,백령도,2022-08,26.7,155.9
102,백령도,2022-09,23.2,145.8
102,백령도,2022-10,16.5,82.9
102,백령도,2022-11,13.1,40.9
102,백령도,2022-12,2.8,25.1
102,백령도,2023-01,2.5,37.7
102,백령도,2023-02,4.4,1.6
102,백령도,2023-03,9.3,2.4
102,백령도,2023-04,14,52.4
102,백령도,2023-05,18.9,136.7
102,백령도,2023-06,23.2,95.7
102,백령도,2023-07,27,141.9
102,백령도,2023-08,27.6,249.1
102,백령도,2023-09,25.1,18.1
102,백령도,2023-10,19.6,19.9
102,백령도,2023-11,10.8,107.7
102,백령도,2023-12,4.3,74.8
102,백령도,2024-01,3.2,15.2
102,백령도,2024-02,4.7,53.3
102,백령도,2024-03,8.9,28.5
102,백령도,2024-04,16,70.7
102,백령도,2024-05,18.5,64.1
102,백령도,2024-06,24.9,45.6
102,백령도,2024-07,26,178.3
102,백령도,2024-08,29.6,130.8
102,백령도,2024-09,26,77.5
102,백령도,2024-10,19.4,113.8
102,백령도,2024-11,13.4,67.1
102,백령도,2024-12,5.7,13
104,북강릉,2018-01,3.6,2.8
104,북강릉,2018-02,4.5,43.5
104,북강릉,2018-03,12.8,72.3
104,북강릉,2018-04,18.7,151.8
104,북강릉,2018-05,20.5,133
104,북강릉,2018-06,25.8,44.7
104,북강릉,2018-07,28.4,204
104,북강릉,2018-08,28.5,432.2
104,북강릉,2018-09,22.9,171.7
104,북강릉,2018-10,17.4,232.5
104,북강릉,2018-11,13.4,43.2
104,북강릉,2018-12,6.5,16.4
104,북강릉,2019-01,6.9,17.6
104,북강릉,2019-02,7.1,13.7
104,북강릉,2019-03,13,39.3
104,북강릉,2019-04,16.2,77.5
104,북강릉,2019-05,25.1,2.6
104,북강릉,2019-06,23.9,122.4
104,북강릉,2019-07,27.7,251
104,북강릉,2019-08,28.5,260.4
104,북강릉,2019-09,24,219.6
104,북강릉,2019-10,19.6,432.1
104,북강릉,2019-11,14.1,127
104,북강릉,2019-12,8.9,6.5
104,북강릉,2020-01,7.4,102.7
104,북강릉,2020-02,8.7,70.7
104,북강릉,2020-03,12.8,48.8
104,북강릉,2020-04,15.8,68.5
104,북강릉,2020-05,21.9,111.5
104,북강릉,2020-06,26.5,244.4
104,북강릉,2020-07,24.1,435.7
104,북강릉,2020-08,29.3,171.1
104,북강릉,2020-09,23.3,541.7
104,북강릉,2020-10,18.8,.2
104,북강릉,2020-11,14.6,5.8
104,북강릉,2020-12,6.6,.6
104,북강릉,2021-01,4.2,13
104,북강릉,2021-02,8.8,5.6
104,북강릉,2021-03,12.9,115.7
104,북강릉,2021-04,17.1,115
104,북강릉,2021-05,21.1,157.6
104,북강릉,2021-06,24,30.4
104,북강릉,2021-07,28.3,146
104,북강릉,2021-08,27.1,479.1
104,북강릉,2021-09,23.7,128.7
104,북강릉,2021-10,19.8,143.1
104,북강릉,2021-11,14.8,16.6
104,북강릉,2021-12,7.9,41.6
104,북강릉,2022-01,4.6,5.8
104,북강릉,2022-02,5.7,3.2
104,북강릉,2022-03,11.9,100
104,북강릉,2022-04,19.3,65.1
104,북강릉,2022-05,23.7,6.5
104,북강릉,2022-06,25.2,168.4
104,북강릉,2022-07,27.5,239.4
104,북강릉,2022-08,28,303.3
104,북강릉,2022-09,24.8,235.9
104,북강릉,2022-10,18.2,347.7
104,북강릉,2022-11,16.3,53.4
104,북강릉,2022-12,5.2,0
104,북강릉,2023-01,5.8,97.3
104,북강릉,2023-02,7.5,50.4
104,북강릉,2023-03,14.3,9.3
104,북강릉,2023-04,18.1,32.7
104,북강릉,2023-05,22.6,91.4
104,북강릉,2023-06,26.3,171.3
104,북강릉,2023-07,29.5,109.1
104,북강릉,2023-08,28.2,502.9
104,북강릉,2023-09,24.9,240.1
104,북강릉,2023-10,20.7,21.3
104,북강릉,2023-11,14.1,59.9
104,북강릉,2023-12,6.9,248.4
104,북강릉,2024-01,5.4,31.3
104,북강릉,2024-02,6.7,165.6
104,북강릉,2024-03,10.7,66.6
104,북강릉,2024-04,18.9,38.7
104,북강릉,2024-05,23.4,84.6
104,북강릉,2024-06,26.9,89.1
104,북강릉,2024-07,30.1,116.6
104,북강릉,2024-08,31,77.4
104,북강릉,2024-09,25.6,546.3
104,북강릉,2024-10,20,163.1
