지점,지점명,일시,평균최고기온(°C),월합강수량(00~24h만)(mm)
137,상주,2020-11,13.9,27.9
137,상주,2020-12,5.6,1.7
137,상주,2021-01,4,16.5
137,상주,2021-02,9.6,9.7
137,상주,2021-03,15.2,98.4
137,상주,2021-04,20.3,70.5
137,상주,2021-05,22.7,166.5
137,상주,2021-06,27.9,57
137,상주,2021-07,31.6,216.1
137,상주,2021-08,28.9,324.9
137,상주,2021-09,25.4,188.8
137,상주,2021-10,21.1,41.4
137,상주,2021-11,14.3,39.8
137,상주,2021-12,7.3,1.2
137,상주,2022-01,4.8,1.6
137,상주,2022-02,6,2.1
137,상주,2022-03,14.6,95.7
137,상주,2022-04,22.4,55
137,상주,2022-05,26.5,2.8
137,상주,2022-06,29.3,88.9
137,상주,2022-07,31.4,211.7
137,상주,2022-08,29.6,220.3
137,상주,2022-09,26.6,109.2
137,상주,2022-10,20.3,62
137,상주,2022-11,16.2,29.8
137,상주,2022-12,3.3,12.1
137,상주,2023-01,4.9,26.5
137,상주,2023-02,9,6.8
137,상주,2023-03,18.2,31.7
137,상주,2023-04,20.4,45.6
137,상주,2023-05,25.2,148.2
137,상주,2023-06,29.3,174.8
137,상주,2023-07,30.5,517.5
137,상주,2023-08,31.7,333.2
137,상주,2023-09,27.3,225.1
137,상주,2023-10,21.6,5.2
137,상주,2023-11,13.2,35.9
137,상주,2023-12,6.5,120.1
137,상주,2024-01,5,29.2
137,상주,2024-02,8.5,93.1
137,상주,2024-03,13.4,72.3
137,상주,2024-04,22.3,73.2
137,상주,2024-05,25.3,96.1
137,상주,2024-06,29.9,116.2
137,상주,2024-07,30.5,534.6
137,상주,2024-08,33.6,61.7
137,상주,2024-09,30,261.9
137,상주,2024-10,20.9,95.2
137,상주,2024-11,15.2,33.7
137,상주,2024-12,6.7,2.7
138,포항,2018-01,5.2,20
138,포항,2018-02,7.5,33.5
138,포항,2018-03,14.9,153.7
138,포항,2018-04,20.7,106.5
138,포항,2018-05,22.6,71.6
138,포항,2018-06,27.2,89.1
138,포항,2018-07,30.9,164.1
138,포항,2018-08,30.8,175.4
138,포항,2018-09,24.8,160
138,포항,2018-10,19.8,261.6
138,포항,2018-11,15.6,17.7
138,포항,2018-12,8.5,31.1
138,포항,2019-01,8.7,17.7
138,포항,2019-02,10.1,22.7
138,포항,2019-03,15.2,27.6
138,포항,2019-04,18.4,95.4
138,포항,2019-05,26,14.7
138,포항,2019-06,25.1,190.1
138,포항,2019-07,29.1,94.9
138,포항,2019-08,30.3,231.7
138,포항,2019-09,25.9,273.6
138,포항,2019-10,21.7,381.9
138,포항,2019-11,16.6,47.2
138,포항,2019-12,10.3,27.6
138,포항,2020-01,9.3,152.3
138,포항,2020-02,10.6,59.9
138,포항,2020-03,15.1,29.4
138,포항,2020-04,18.3,45.5
138,포항,2020-05,23.4,41.7
138,포항,2020-06,28.1,112.9
138,포항,2020-07,25.1,346.1
138,포항,2020-08,32.7,180
138,포항,2020-09,24.8,246.7
138,포항,2020-10,20.7,4
138,포항,2020-11,15.9,20.4
138,포항,2020-12,8.4,0
138,포항,2021-01,6.6,26.9
138,포항,2021-02,11.5,15.5
138,포항,2021-03,14.8,88.6
138,포항,2021-04,17.9,69.8
138,포항,2021-05,22.6,109.8
138,포항,2021-06,25.4,36.6
138,포항,2021-07,29.3,203.7
138,포항,2021-08,28.8,449.9
138,포항,2021-09,25.5,196.5
138,포항,2021-10,22.1,176.7
138,포항,2021-11,16.4,31.4
138,포항,2021-12,9.6,.3
138,포항,2022-01,7.6,4.4
138,포항,2022-02,7.3,9.6
138,포항,2022-03,14.8,57.1
138,포항,2022-04,20.6,36.6
138,포항,2022-05,25.5,.1
138,포항,2022-06,27.8,106.3
138,포항,2022-07,29.4,77.7
138,포항,2022-08,30.5,141.2
138,포항,2022-09,24.9,512
138,포항,2022-10,20.7,25.8
138,포항,2022-11,18.4,84.3
138,포항,2022-12,6.5,6.5
138,포항,2023-01,7.8,11.4
138,포항,2023-02,10.1,35
138,포항,2023-03,17.2,50.2
138,포항,2023-04,19.5,33.6
138,포항,2023-05,23,137.7
138,포항,2023-06,27.4,101.5
138,포항,2023-07,30.3,204.3
138,포항,2023-08,29.8,272.5
138,포항,2023-09,26.3,142.1
138,포항,2023-10,22,4.4
138,포항,2023-11,15.6,13.1
138,포항,2023-12,9.1,106.4
138,포항,2024-01,7.9,27.4
138,포항,2024-02,9.9,113.9
138,포항,2024-03,13,84.5
138,포항,2024-04,20.1,65
138,포항,2024-05,24.4,62.9
138,포항,2024-06,27.9,97.7
138,포항,2024-07,31.1,270.6
138,포항,2024-08,31.5,18.9
138,포항,2024-09,28.1,151
138,포항,2024-10,21.8,132.9
138,포항,2024-11,15.9,64
138,포항,2024-12,8.9,.6
140,군산,2018-01,2.7,27.4
140,군산,2018-02,5,33.5
140,군산,2018-03,13.7,96.3
140,군산,2018-04,18.1,122
140,군산,2018-05,22.7,139.6
140,군산,2018-06,26.9,101.1
140,군산,2018-07,31.2,316.3
140,군산,2018-08,32.2,495.9
140,군산,2018-09,25.7,77.5
140,군산,2018-10,18.9,138.1
140,군산,2018-11,14,52
140,군산,2018-12,6.1,37.4
140,군산,2019-01,5,6.7
140,군산,2019-02,6.8,35.7
140,군산,2019-03,12.2,33.6
140,군산,2019-04,17,78.8
140,군산,2019-05,23.6,44.3
140,군산,2019-06,25.4,74.8
140,군산,2019-07,29,198.1
140,군산,2019-08,30.9,104.5
140,군산,2019-09,26.4,185.2
140,군산,2019-10,21.4,98.4
140,군산,2019-11,15,114.7
140,군산,2019-12,8.3,33.3
140,군산,2020-01,7.5,70.6
140,군산,2020-02,8.6,60.5
140,군산,2020-03,13.2,16.8
140,군산,2020-04,15.7,20.3
140,군산,2020-05,22.7,98.7
140,군산,2020-06,27.2,196.6
140,군산,2020-07,26.5,446.2
140,군산,2020-08,30.9,520.6
140,군산,2020-09,25.5,171
140,군산,2020-10,20.1,4.1
140,군산,2020-11,14.2,47.6
140,군산,2020-12,6.5,11.8
140,군산,2021-01,4.9,28.8
140,군산,2021-02,9,13.8
140,군산,2021-03,14,91.9
140,군산,2021-04,18.9,43.9
140,군산,2021-05,21.8,137
140,군산,2021-06,26.8,98.8
140,군산,2021-07,30.9,251.3
140,군산,2021-08,29.6,218.3
140,군산,2021-09,26.5,138.8
140,군산,2021-10,21.6,32.7
140,군산,2021-11,14.6,81.9
140,군산,2021-12,8.1,14.5
140,군산,2022-01,4.6,4.3
140,군산,2022-02,5.3,7.1
140,군산,2022-03,12.4,78.6
140,군산,2022-04,18.5,83.3
140,군산,2022-05,22.9,4.9
140,군산,2022-06,27.1,94.9
140,군산,2022-07,30.1,152.2
140,군산,2022-08,29,340.9
140,군산,2022-09,27,80.6
140,군산,2022-10,19.9,73.8
140,군산,2022-11,16.5,75.4
140,군산,2022-12,4.1,47.4
140,군산,2023-01,5.2,27
140,군산,2023-02,7.3,4.9
140,군산,2023-03,15.1,19.6
140,군산,2023-04,18.5,66.1
140,군산,2023-05,23.7,336
140,군산,2023-06,26.7,179.1
140,군산,2023-07,29.5,870.3
140,군산,2023-08,31.1,178.8
140,군산,2023-09,27.3,199.3
140,군산,2023-10,21.1,20.5
140,군산,2023-11,13.5,80.2
140,군산,2023-12,7.5,139
140,군산,2024-01,5.4,57.4
140,군산,2024-02,8.7,138.9
140,군산,2024-03,11.8,54.7
140,군산,2024-04,19.8,53.4
140,군산,2024-05,22.3,108.3
140,군산,2024-06,27.5,73.7
140,군산,2024-07,30.3,606.5
140,군산,2024-08,33,19
140,군산,2024-09,30.6,188.6
140,군산,2024-10,21.4,111.6
140,군산,2024-11,15.7,48.1
140,군산,2024-12,6.8,17.3
143,대구,2018-01,4,21.1
143,대구,2018-02,7.1,25.1
143,대구,2018-03,15.6,98.7
143,대구,2018-04,21.4,113
143,대구,2018-05,24.8,99.7
143,대구,2018-06,28.7,121.1
143,대구,2018-07,33.1,169.6
143,대구,2018-08,32.9,334.2
143,대구,2018-09,25.4,109
143,대구,2018-10,20,165.1
143,대구,2018-11,15.2,17.2
143,대구,2018-12,7,23.8
143,대구,2019-01,7.3,9.5
143,대구,2019-02,9.1,26.2
143,대구,2019-03,15.5,20.7
143,대구,2019-04,19.4,88
143,대구,2019-05,27.5,25.7
143,대구,2019-06,28.5,160.8
143,대구,2019-07,30,139.4
143,대구,2019-08,32.2,141.9
143,대구,2019-09,27,185.5
143,대구,2019-10,22,155.2
143,대구,2019-11,16.3,15.3
143,대구,2019-12,9,27.5
143,대구,2020-01,8.4,70.4
143,대구,2020-02,10.4,40.2
143,대구,2020-03,15.8,24.5
143,대구,2020-04,19,32.4
143,대구,2020-05,25.7,38.1
143,대구,2020-06,30.5,185.3
143,대구,2020-07,26.8,330.5
143,대구,2020-08,33.3,322.7
143,대구,2020-09,26,161
143,대구,2020-10,21.3,13.1
143,대구,2020-11,15.3,23.9
143,대구,2020-12,7.2,2.8
143,대구,2021-01,5.9,11.9
143,대구,2021-02,11.1,19.2
143,대구,2021-03,16.1,95.2
143,대구,2021-04,20.6,43
143,대구,2021-05,24.3,90.9
143,대구,2021-06,28.5,55.1
143,대구,2021-07,32.1,153.3
143,대구,2021-08,30.5,256.3
143,대구,2021-09,26.4,84.1
143,대구,2021-10,22.7,57.8
143,대구,2021-11,15.7,43.1
143,대구,2021-12,8.9,.1
143,대구,2022-01,6.8,0
143,대구,2022-02,7.4,.1
143,대구,2022-03,15.9,34.3
143,대구,2022-04,22.7,38.5
143,대구,2022-05,27.4,4.2
143,대구,2022-06,29.7,81.8
143,대구,2022-07,32.4,88.8
143,대구,2022-08,31.4,143.3
143,대구,2022-09,26.8,114.2
143,대구,2022-10,21.6,25.6
143,대구,2022-11,17.7,46.6
143,대구,2022-12,5.4,3.6
143,대구,2023-01,6.7,11.5
143,대구,2023-02,10.4,11.2
143,대구,2023-03,18.8,27.3
143,대구,2023-04,20.9,30.8
143,대구,2023-05,25.1,200
143,대구,2023-06,29.6,178.7
143,대구,2023-07,31.1,298.7
143,대구,2023-08,31.9,312.8
143,대구,2023-09,27.9,123.6
143,대구,2023-10,22.4,5.7
143,대구,2023-11,15.1,31.6
143,대구,2023-12,8.6,89.9
143,대구,2024-01,7.6,21.4
143,대구,2024-02,10.4,56.8
143,대구,2024-03,14.3,70.9
143,대구,2024-04,22.5,60.6
143,대구,2024-05,26.2,59.8
143,대구,2024-06,30.4,98.3
143,대구,2024-07,31.7,372.2
143,대구,2024-08,34.4,118.3
143,대구,2024-09,30.4,151.5
143,대구,2024-10,21.8,94.9
143,대구,2024-11,16.3,50.4
143,대구,2024-12,8.3,1.3
146,전주,2018-01,2.8,28.4
146,전주,2018-02,6.2,21.5
146,전주,2018-03,15.3,98
146,전주,2018-04,20.3,98.7
146,전주,2018-05,24.7,122.1
146,전주,2018-06,29,137.2
146,전주,2018-07,32.7,169.1
146,전주,2018-08,33.7,368.9
146,전주,2018-09,26.6,101.8
146,전주,2018-10,19.3,123.2
146,전주,2018-11,14.5,35
146,전주,2018-12,6.4,28.6
146,전주,2019-01,5.4,13.2
146,전주,2019-02,7.9,39.1
146,전주,2019-03,14.2,33.1
146,전주,2019-04,18.6,98.5
146,전주,2019-05,25.9,45.6
146,전주,2019-06,27.2,89.1
146,전주,2019-07,29.9,176.2
146,전주,2019-08,31.4,117.7
146,전주,2019-09,27.3,194.8
146,전주,2019-10,21.9,73
146,전주,2019-11,15.8,57
146,전주,2019-12,8.8,31.6
146,전주,2020-01,8,76.8
146,전주,2020-02,9.4,65.9
146,전주,2020-03,14.8,25.4
146,전주,2020-04,17.7,23
146,전주,2020-05,24.2,79
146,전주,2020-06,28.7,187.5
146,전주,2020-07,27.3,644.7
146,전주,2020-08,32,471.5
146,전주,2020-09,26.5,135.2
146,전주,2020-10,20.9,4.2
146,전주,2020-11,14.7,58.5
146,전주,2020-12,6.5,9.1
146,전주,2021-01,5.5,28.7
146,전주,2021-02,10,13.7
146,전주,2021-03,15.8,95.7
146,전주,2021-04,20.9,34.9
146,전주,2021-05,23.3,182.2
146,전주,2021-06,28.3,145.3
146,전주,2021-07,32.1,255.1
146,전주,2021-08,30.5,454.8
146,전주,2021-09,27.4,162.1
146,전주,2021-10,22.2,37
146,전주,2021-11,15,81.1
146,전주,2021-12,8.2,6
146,전주,2022-01,5,2.1
146,전주,2022-02,6.2,2.5
146,전주,2022-03,14.7,93
146,전주,2022-04,21.3,85
146,전주,2022-05,25.3,6.8
146,전주,2022-06,28.8,164.2
146,전주,2022-07,31.1,184
146,전주,2022-08,30.1,311.3
146,전주,2022-09,27.8,64.5
146,전주,2022-10,21,51.1
146,전주,2022-11,17.4,77
146,전주,2022-12,4.4,30
146,전주,2023-01,5.9,26.8
146,전주,2023-02,8.8,9.6
146,전주,2023-03,17.7,27
146,전주,2023-04,20.5,45
146,전주,2023-05,25.2,240.7
146,전주,2023-06,28.9,169.9
146,전주,2023-07,30.5,735
146,전주,2023-08,31.9,274.8
146,전주,2023-09,28.2,203.4
146,전주,2023-10,21.8,18.2
146,전주,2023-11,13.9,92.2
146,전주,2023-12,8.3,144
146,전주,2024-01,6.3,54.6
146,전주,2024-02,10.1,113.4
146,전주,2024-03,13.7,79.6
146,전주,2024-04,22.4,53.4
146,전주,2024-05,24.9,113.7
146,전주,2024-06,29.2,101.9
146,전주,2024-07,31.1,398.3
146,전주,2024-08,34,129.1
146,전주,2024-09,31.6,185
146,전주,2024-10,22.4,80.2
146,전주,2024-11,16.4,34.4
146,전주,2024-12,7.1,14.3
152,울산,2018-01,5.4,31.3
152,울산,2018-02,7.6,44.8
152,울산,2018-03,14.6,155.3
152,울산,2018-04,19.9,123.3
152,울산,2018-05,22.8,95.4
152,울산,2018-06,26.2,127.6
152,울산,2018-07,30.8,160.3
152,울산,2018-08,31.1,279.3
152,울산,2018-09,24.7,156.9
152,울산,2018-10,20.2,162
152,울산,2018-11,16,51.8
152,울산,2018-12,8.7,28.1
152,울산,2019-01,8.9,15.5
152,울산,2019-02,10.1,38.8
152,울산,2019-03,15.4,40.7
152,울산,2019-04,18,88.9
152,울산,2019-05,25.5,35
152,울산,2019-06,25.1,247.5
152,울산,2019-07,28.4,206.5
152,울산,2019-08,30.3,195.7
152,울산,2019-09,26.1,287.5
152,울산,2019-10,21.7,222.2
152,울산,2019-11,16.7,31
152,울산,2019-12,10.5,40.8
152,울산,2020-01,9.5,178.7
152,울산,2020-02,11,53.6
152,울산,2020-03,14.9,41.6
152,울산,2020-04,18,73.2
152,울산,2020-05,23.3,51.5
152,울산,2020-06,27.6,218.6
152,울산,2020-07,25.3,498.3
152,울산,2020-08,31.8,137.1
152,울산,2020-09,25,243
152,울산,2020-10,20.8,18.9
152,울산,2020-11,15.9,37.7
152,울산,2020-12,8.5,5.7
152,울산,2021-01,6.8,20.6
152,울산,2021-02,11.9,28.8
152,울산,2021-03,15.4,138.9
152,울산,2021-04,19,73.9
152,울산,2021-05,22.7,120.4
152,울산,2021-06,25.8,93.8
152,울산,2021-07,29.8,189.3
152,울산,2021-08,29.2,443.9
152,울산,2021-09,25.6,125.2
152,울산,2021-10,22.1,49
152,울산,2021-11,16.6,49.7
152,울산,2021-12,9.8,3.5
152,울산,2022-01,8,.9
152,울산,2022-02,7.7,2.2
152,울산,2022-03,15,55.5
152,울산,2022-04,20.1,81
152,울산,2022-05,24.9,6.1
152,울산,2022-06,26.6,147.1
152,울산,2022-07,30,125
152,울산,2022-08,30.2,138.5
152,울산,2022-09,25.6,284.8
152,울산,2022-10,21,30.4
152,울산,2022-11,18.3,44.9
152,울산,2022-12,6.8,9.7
152,울산,2023-01,7.9,41.3
152,울산,2023-02,10.4,28
152,울산,2023-03,17.2,68.3
152,울산,2023-04,18.8,57.7
152,울산,2023-05,22.5,195.2
152,울산,2023-06,26.9,141.4
152,울산,2023-07,29.8,266.9
152,울산,2023-08,30.2,403.3
152,울산,2023-09,26.5,276.7
152,울산,2023-10,21.9,4.3
152,울산,2023-11,16.1,33.1
152,울산,2023-12,9.6,126.7
152,울산,2024-01,8.3,42.3
152,울산,2024-02,10,105.4
152,울산,2024-03,13.3,80.2
152,울산,2024-04,20.2,99.1
152,울산,2024-05,23.5,69.3
152,울산,2024-06,27.4,124.6
152,울산,2024-07,30.6,209.2
152,울산,2024-08,32.3,89.1
152,울산,2024-09,29,237
152,울산,2024-10,21.9,174.3
152,울산,2024-11,16.4,67.5
152,울산,2024-12,8.8,0
155,창원,2018-01,4.9,26.7
155,창원,2018-02,7.8,32.6
155,창원,2018-03,14.8,186
155,창원,2018-04,20.2,119.3
155,창원,2018-05,23.4,145
155,창원,2018-06,26.8,194.8
155,창원,2018-07,31.8,146
155,창원,2018-08,32.2,243.7
155,창원,2018-09,25.1,216.4
155,창원,2018-10,20.1,146.2
155,창원,2018-11,15.2,23.7
155,창원,2018-12,7.3,26.9
155,창원,2019-01,7.8,8.3
155,창원,2019-02,9.5,46
155,창원,2019-03,14.9,54.7
155,창원,2019-04,17.9,91.3
155,창원,2019-05,25.3,131.1
155,창원,2019-06,26.1,324
155,창원,2019-07,28.4,265.7
155,창원,2019-08,30.9,87.9
155,창원,2019-09,27,252
155,창원,2019-10,22,254.8
155,창원,2019-11,16.5,36.4
155,창원,2019-12,9.6,34.8
155,창원,2020-01,8.7,112.6
155,창원,2020-02,10.4,64.2
155,창원,2020-03,14.8,37.9
155,창원,2020-04,18.2,59.1
155,창원,2020-05,23.1,78.8
155,창원,2020-06,28.3,278.9
155,창원,2020-07,25.9,524.1
155,창원,2020-08,31.8,193.1
155,창원,2020-09,25.8,241.7
155,창원,2020-10,21.3,20.5
155,창원,2020-11,15.5,55.6
155,창원,2020-12,7.6,6.3
155,창원,2021-01,6.5,14.3
155,창원,2021-02,11,36.9
155,창원,2021-03,15.9,177.1
155,창원,2021-04,20.2,86.5
155,창원,2021-05,22.6,147.9
155,창원,2021-06,26.6,140.6
155,창원,2021-07,30.9,521.2
155,창원,2021-08,30.5,413
155,창원,2021-09,26.5,92.2
155,창원,2021-10,22.7,25
155,창원,2021-11,16.4,53.5
155,창원,2021-12,9.2,2.4
155,창원,2022-01,7.1,0
155,창원,2022-02,7.7,0
155,창원,2022-03,14.9,135
155,창원,2022-04,20.5,102.1
155,창원,2022-05,25.6,2.4
155,창원,2022-06,26.4,194
155,창원,2022-07,31,167.9
155,창원,2022-08,30.4,224.6
155,창원,2022-09,27.1,156
155,창원,2022-10,21.8,9.8
155,창원,2022-11,18,46
155,창원,2022-12,6,12.1
155,창원,2023-01,7.2,68.6
155,창원,2023-02,10.1,24
155,창원,2023-03,17,57.6
155,창원,2023-04,19.6,116.3
155,창원,2023-05,22.9,299.4
155,창원,2023-06,27.5,209.1
155,창원,2023-07,29.5,471.7
155,창원,2023-08,31.8,506.8
155,창원,2023-09,28.3,268.7
155,창원,2023-10,22.6,4
155,창원,2023-11,15.7,51.2
155,창원,2023-12,9.6,83.7
155,창원,2024-01,8,34.1
155,창원,2024-02,10.3,160.2
155,창원,2024-03,14.1,117.2
155,창원,2024-04,21.2,149.7
155,창원,2024-05,24.9,169.1
155,창원,2024-06,28.2,177.7
155,창원,2024-07,30.4,227
155,창원,2024-08,33.8,133.4
155,창원,2024-09,31.2,541
155,창원,2024-10,23.3,200.4
155,창원,2024-11,17.3,107
155,창원,2024-12,9.9,0
156,광주,2018-01,4.5,38.8
156,광주,2018-02,7.1,22
156,광주,2018-03,16.5,115.8
156,광주,2018-04,21.5,127.4
156,광주,2018-05,25,85.4
156,광주,2018-06,29.5,222.4
156,광주,2018-07,33.5,84.5
156,광주,2018-08,33.7,397.1
156,광주,2018-09,26.3,129.7
156,광주,2018-10,19.9,125.2
156,광주,2018-11,15.5,47.2
156,광주,2018-12,7.8,32.4
156,광주,2019-01,7,16.4
156,광주,2019-02,9,37
156,광주,2019-03,14.7,33.9
156,광주,2019-04,18.8,84.7
156,광주,2019-05,26.2,78.8
156,광주,2019-06,27.4,158
156,광주,2019-07,29.4,242.2
156,광주,2019-08,31.3,64.8
156,광주,2019-09,27.2,165.8
156,광주,2019-10,22.2,149.9
156,광주,2019-11,16.9,22.8
156,광주,2019-12,9.5,31.6
156,광주,2020-01,9,74.9
156,광주,2020-02,10.6,47.8
156,광주,2020-03,15.2,43.5
156,광주,2020-04,18,55.3
156,광주,2020-05,24.4,96.8
156,광주,2020-06,28.8,199.9
156,광주,2020-07,26.8,533.3
156,광주,2020-08,31.6,738.1
156,광주,2020-09,25.7,178.3
156,광주,2020-10,21.2,12.1
156,광주,2020-11,15.6,28.3
156,광주,2020-12,7.8,18.7
156,광주,2021-01,6.4,33
156,광주,2021-02,10.7,31.1
156,광주,2021-03,17,122.4
156,광주,2021-04,20.9,34.2
156,광주,2021-05,24,139.4
156,광주,2021-06,28.3,118.1
156,광주,2021-07,31.4,227.6
156,광주,2021-08,30.3,338.7
156,광주,2021-09,27.2,131.1
156,광주,2021-10,22.7,35.3
156,광주,2021-11,15.8,85.8
156,광주,2021-12,9.4,7.1
156,광주,2022-01,6.7,.3
156,광주,2022-02,7.2,2.7
156,광주,2022-03,15.6,105.2
156,광주,2022-04,22.6,49.4
156,광주,2022-05,26.1,.4
156,광주,2022-06,29,131.7
156,광주,2022-07,31.1,169
156,광주,2022-08,30.6,106.4
156,광주,2022-09,28,89.2
156,광주,2022-10,21.6,38.3
156,광주,2022-11,18.1,46.7
156,광주,2022-12,5.5,30.6
156,광주,2023-01,6.7,26.8
156,광주,2023-02,10.1,14.8
156,광주,2023-03,18.2,34.8
156,광주,2023-04,20.8,66.5
156,광주,2023-05,25,190.1
156,광주,2023-06,28.8,441.2
156,광주,2023-07,30.3,684.6
156,광주,2023-08,32,341.2
156,광주,2023-09,28.3,152.5
156,광주,2023-10,22,11.5
156,광주,2023-11,14.9,71.9
156,광주,2023-12,9,80.2
156,광주,2024-01,7.3,31.1
156,광주,2024-02,10.6,111.3
156,광주,2024-03,14.1,79.5
156,광주,2024-04,22.5,79.6
156,광주,2024-05,25.3,102
156,광주,2024-06,29.3,149.1
156,광주,2024-07,30.5,250.4
156,광주,2024-08,33.5,132.1
156,광주,2024-09,31,181.4
156,광주,2024-10,22.6,98.2
156,광주,2024-11,16.5,66.5
156,광주,2024-12,7.9,9.8
159,부산,2018-01,6.5,40.9
159,부산,2018-02,8.9,52.5
159,부산,2018-03,14.5,206.1
159,부산,2018-04,18.7,156.4
159,부산,2018-05,21.5,155.8
159,부산,2018-06,25.2,276.7
159,부산,2018-07,30.2,122.1
159,부산,2018-08,31.3,169.7
159,부산,2018-09,25.3,308.4
159,부산,2018-10,21.1,123.7
159,부산,2018-11,17.5,107.3
159,부산,2018-12,10.1,59
159,부산,2019-01,9.6,12.7
159,부산,2019-02,11.3,51.5
159,부산,2019-03,15.1,75.4
159,부산,2019-04,17.3,85
159,부산,2019-05,23.6,76.1
159,부산,2019-06,24.7,324.3
159,부산,2019-07,27.1,358.9
159,부산,2019-08,30.1,156.3
159,부산,2019-09,26.6,279
159,부산,2019-10,22.8,139.9
159,부산,2019-11,17.9,13.8
159,부산,2019-12,11.7,50.3
159,부산,2020-01,10.9,127.7
159,부산,2020-02,11.8,94.9
159,부산,2020-03,15,58.8
159,부산,2020-04,17.5,83.5
159,부산,2020-05,21.8,96.2
159,부산,2020-06,26.6,321.1
159,부산,2020-07,24.8,796.8
159,부산,2020-08,30.4,399.2
159,부산,2020-09,25.6,230.5
159,부산,2020-10,22.2,26.4
159,부산,2020-11,17.2,36.3
159,부산,2020-12,9.3,10.2
159,부산,2021-01,7.9,25.8
159,부산,2021-02,11.9,49.5
159,부산,2021-03,15.9,127.5
159,부산,2021-04,19.7,107.1
159,부산,2021-05,21.5,139.2
159,부산,2021-06,25.4,232.3
159,부산,2021-07,29.5,399.9
159,부산,2021-08,29.4,481.2
159,부산,2021-09,26.4,164.7
159,부산,2021-10,23.3,18.2
159,부산,2021-11,17.4,57.9
159,부산,2021-12,10.8,4.5
159,부산,2022-01,9.2,0
159,부산,2022-02,8.8,0
159,부산,2022-03,14.8,127.4
159,부산,2022-04,19.1,130.6
159,부산,2022-05,23.4,5.4
159,부산,2022-06,24.9,152
159,부산,2022-07,29.7,145
159,부산,2022-08,29.7,176.7
159,부산,2022-09,26.9,162.4
159,부산,2022-10,22.7,9.7
159,부산,2022-11,19.8,61.3
159,부산,2022-12,8.1,21.4
159,부산,2023-01,8.9,79.2
159,부산,2023-02,11.8,30
159,부산,2023-03,17,76.2
159,부산,2023-04,19,101.6
159,부산,2023-05,21.6,290.7
159,부산,2023-06,26,153.9
159,부산,2023-07,28.5,701.7
159,부산,2023-08,31,299.9
159,부산,2023-09,28.2,322.7
159,부산,2023-10,23.3,4.2
159,부산,2023-11,16.7,28.5
159,부산,2023-12,10.8,102.8
159,부산,2024-01,9.8,40.6
159,부산,2024-02,11.5,137.1
159,부산,2024-03,14.1,102
159,부산,2024-04,20.2,166.8
159,부산,2024-05,23.3,148.4
159,부산,2024-06,26.4,173.7
159,부산,2024-07,29,362.4
159,부산,2024-08,32.9,86.5
159,부산,2024-09,30.8,420.3
159,부산,2024-10,23.8,208.8
159,부산,2024-11,18.3,99.1
159,부산,2024-12,10.5,0
162,통영,2018-01,6.5,33.8
162,통영,2018-02,8.3,40.9
162,통영,2018-03,14,222.3
162,통영,2018-04,18.5,170.4
162,통영,2018-05,22.1,227.2
162,통영,2018-06,25.4,306.5
162,통영,2018-07,30.6,139.2
162,통영,2018-08,31.6,177.4
162,통영,2018-09,25.6,529.4
162,통영,2018-10,21.2,170.3
162,통영,2018-11,16.8,41.8
162,통영,2018-12,9.6,59.5
162,통영,2019-01,9.2,18.3
162,통영,2019-02,11,53.2
162,통영,2019-03,14.6,65.6
162,통영,2019-04,17.4,105.6
162,통영,2019-05,23.4,95.2
162,통영,2019-06,24.8,411.3
162,통영,2019-07,27.5,329.3
162,통영,2019-08,30.5,79.2
162,통영,2019-09,27.2,237.1
162,통영,2019-10,22.8,223.9
162,통영,2019-11,17.9,26.1
162,통영,2019-12,11.1,39.8
162,통영,2020-01,10.2,124.6
162,통영,2020-02,11.6,75
162,통영,2020-03,14.8,61.8
162,통영,2020-04,17.2,72.2
162,통영,2020-05,22.1,119.5
162,통영,2020-06,26.3,371.3
162,통영,2020-07,25.3,607.8
162,통영,2020-08,30.5,273.4
162,통영,2020-09,25.9,338.2
162,통영,2020-10,22.1,28
162,통영,2020-11,17.1,54.4
162,통영,2020-12,9,11.5
162,통영,2021-01,8.1,19.3
162,통영,2021-02,11.3,70.3
162,통영,2021-03,15.8,157.8
162,통영,2021-04,19.9,103.1
162,통영,2021-05,22,163.1
162,통영,2021-06,25.8,182.3
162,통영,2021-07,30.1,404.5
162,통영,2021-08,30.4,477
162,통영,2021-09,26.6,145.5
162,통영,2021-10,23.4,5.9
162,통영,2021-11,17.4,67.1
162,통영,2021-12,10.7,4.2
162,통영,2022-01,8.8,0
162,통영,2022-02,8.5,0
162,통영,2022-03,14.6,121
162,통영,2022-04,19.4,191.7
162,통영,2022-05,23.9,.1
162,통영,2022-06,25.2,101.5
162,통영,2022-07,30,151.8
162,통영,2022-08,29.5,186.9
162,통영,2022-09,27.2,159.4
162,통영,2022-10,22.3,10.4
162,통영,2022-11,19.1,46.9
162,통영,2022-12,8,18.1
162,통영,2023-01,8.7,74.8
162,통영,2023-02,11.3,35.5
162,통영,2023-03,16.9,60.6
162,통영,2023-04,19,104
162,통영,2023-05,21.6,241.1
162,통영,2023-06,25.7,237.5
162,통영,2023-07,27.7,586.4
162,통영,2023-08,31.1,391.6
162,통영,2023-09,28.4,283.7
162,통영,2023-10,23,4.1
162,통영,2023-11,16.4,47.8
162,통영,2023-12,11.1,67.2
162,통영,2024-01,9.4,35.2
162,통영,2024-02,10.9,116.6
