지점,지점명,일시,일강수량(mm)
90,속초,2018-01-08,1.1
90,속초,2018-01-09,.4
90,속초,2018-01-22,2.4
90,속초,2018-02-23,0
90,속초,2018-02-24,5.4
90,속초,2018-02-28,49
90,속초,2018-03-01,.6
90,속초,2018-03-04,16
90,속초,2018-03-05,22
90,속초,2018-03-07,2.4
90,속초,2018-03-08,9.4
90,속초,2018-03-09,0
90,속초,2018-03-15,2.7
90,속초,2018-03-16,.1
90,속초,2018-03-18,0
90,속초,2018-03-19,1.8
90,속초,2018-04-03,1.6
90,속초,2018-04-04,22.6
90,속초,2018-04-05,11
90,속초,2018-04-06,5.7
90,속초,2018-04-08,2.1
90,속초,2018-04-10,6
90,속초,2018-04-11,0
90,속초,2018-04-14,19.1
90,속초,2018-04-22,4.8
90,속초,2018-04-23,56.8
90,속초,2018-04-24,12
90,속초,2018-05-01,.6
90,속초,2018-05-02,16.6
90,속초,2018-05-03,.6
90,속초,2018-05-06,3.4
90,속초,2018-05-07,1.8
90,속초,2018-05-08,14.6
90,속초,2018-05-09,0
90,속초,2018-05-12,5.7
90,속초,2018-05-16,10.5
90,속초,2018-05-17,47.3
90,속초,2018-05-18,19.3
90,속초,2018-05-22,2.4
90,속초,2018-05-23,.8
90,속초,2018-05-28,0
90,속초,2018-05-29,0
90,속초,2018-05-30,0
90,속초,2018-06-09,1.5
90,속초,2018-06-10,7
90,속초,2018-06-11,1.2
90,속초,2018-06-13,0
90,속초,2018-06-14,.5
90,속초,2018-06-15,1.3
90,속초,2018-06-26,18.6
90,속초,2018-06-28,16.4
90,속초,2018-06-30,0
90,속초,2018-07-01,53.2
90,속초,2018-07-02,17.8
90,속초,2018-07-03,.4
90,속초,2018-07-04,17.1
90,속초,2018-07-05,32.7
90,속초,2018-07-06,11.2
90,속초,2018-07-07,2.5
90,속초,2018-07-09,11.3
90,속초,2018-07-10,12.3
90,속초,2018-07-11,23.2
90,속초,2018-07-28,.1
90,속초,2018-07-29,0
90,속초,2018-07-30,3.6
90,속초,2018-08-05,68.5
90,속초,2018-08-06,226.2
90,속초,2018-08-07,.1
90,속초,2018-08-08,.9
90,속초,2018-08-09,13.3
90,속초,2018-08-10,7.8
90,속초,2018-08-13,2.4
90,속초,2018-08-15,17.6
90,속초,2018-08-16,5.9
90,속초,2018-08-17,0
90,속초,2018-08-21,.1
90,속초,2018-08-23,2.3
90,속초,2018-08-24,97.2
90,속초,2018-08-27,.6
90,속초,2018-08-28,17.7
90,속초,2018-08-29,164
90,속초,2018-08-31,.4
90,속초,2018-09-03,14
90,속초,2018-09-04,3.4
90,속초,2018-09-09,5.7
90,속초,2018-09-10,0
90,속초,2018-09-14,.1
90,속초,2018-09-15,.4
90,속초,2018-09-16,.6
90,속초,2018-09-19,.3
90,속초,2018-09-20,17.2
90,속초,2018-09-21,24.4
90,속초,2018-10-04,.3
90,속초,2018-10-05,25.9
90,속초,2018-10-06,130
90,속초,2018-10-09,0
90,속초,2018-10-10,0
90,속초,2018-10-16,0
90,속초,2018-10-17,41.5
90,속초,2018-10-18,59.4
90,속초,2018-10-23,0
90,속초,2018-10-26,0
90,속초,2018-10-28,.5
90,속초,2018-10-29,0
90,속초,2018-11-05,0
90,속초,2018-11-06,9.8
90,속초,2018-11-07,152.8
90,속초,2018-11-08,27.8
90,속초,2018-11-09,.3
90,속초,2018-11-12,.2
90,속초,2018-11-13,10.9
90,속초,2018-11-14,4.7
90,속초,2018-11-24,.9
90,속초,2018-12-03,2.4
90,속초,2018-12-04,7.1
90,속초,2018-12-06,.6
90,속초,2018-12-11,.3
90,속초,2019-01-31,8.7
90,속초,2019-02-03,13.6
90,속초,2019-02-07,9.3
90,속초,2019-02-14,0
90,속초,2019-02-19,4.7
90,속초,2019-03-06,3.3
90,속초,2019-03-07,3.2
90,속초,2019-03-12,.1
90,속초,2019-03-14,0
90,속초,2019-03-15,2.6
90,속초,2019-03-20,12.3
90,속초,2019-03-21,5.9
90,속초,2019-03-27,3.3
90,속초,2019-03-28,12.2
90,속초,2019-03-30,1.5
90,속초,2019-04-06,.9
90,속초,2019-04-09,7.2
90,속초,2019-04-10,31.2
90,속초,2019-04-14,1
90,속초,2019-04-20,0
90,속초,2019-04-24,2.5
90,속초,2019-04-25,12.1
90,속초,2019-04-26,26
90,속초,2019-04-28,0
90,속초,2019-05-06,.9
90,속초,2019-05-19,.8
90,속초,2019-05-20,0
90,속초,2019-05-27,4
90,속초,2019-06-06,8.2
90,속초,2019-06-07,44
90,속초,2019-06-09,2.7
90,속초,2019-06-10,1.6
90,속초,2019-06-11,.1
90,속초,2019-06-15,21.7
90,속초,2019-06-16,.6
90,속초,2019-06-18,3.2
90,속초,2019-06-19,8.2
90,속초,2019-06-21,.3
90,속초,2019-06-23,.9
90,속초,2019-06-24,.1
90,속초,2019-06-26,0
90,속초,2019-06-27,0
90,속초,2019-06-28,2.3
90,속초,2019-06-29,3.9
90,속초,2019-06-30,0
90,속초,2019-07-07,.8
90,속초,2019-07-08,4.4
90,속초,2019-07-09,0
90,속초,2019-07-10,26.1
90,속초,2019-07-11,92.5
90,속초,2019-07-14,0
90,속초,2019-07-15,15.5
90,속초,2019-07-16,4.5
90,속초,2019-07-17,0
90,속초,2019-07-19,0
90,속초,2019-07-20,13.1
90,속초,2019-07-21,5
90,속초,2019-07-24,0
90,속초,2019-07-25,2
90,속초,2019-07-26,61.1
90,속초,2019-07-28,7.8
90,속초,2019-07-30,1.6
90,속초,2019-07-31,0
90,속초,2019-08-01,.3
90,속초,2019-08-07,58
90,속초,2019-08-09,0
90,속초,2019-08-10,0
90,속초,2019-08-11,0
90,속초,2019-08-12,2.3
90,속초,2019-08-15,203.7
90,속초,2019-08-16,3.5
90,속초,2019-08-20,.8
90,속초,2019-08-21,.4
90,속초,2019-08-25,24.2
90,속초,2019-08-27,0
90,속초,2019-08-29,.3
90,속초,2019-09-03,1.4
90,속초,2019-09-04,29.3
90,속초,2019-09-05,41.1
90,속초,2019-09-06,.7
90,속초,2019-09-07,0
90,속초,2019-09-09,.4
90,속초,2019-09-10,50.4
90,속초,2019-09-11,27.1
90,속초,2019-09-12,0
90,속초,2019-09-15,0
90,속초,2019-09-22,58.8
90,속초,2019-09-23,.7
90,속초,2019-10-02,23.1
90,속초,2019-10-03,78.8
90,속초,2019-10-05,46.4
90,속초,2019-10-07,0
90,속초,2019-10-14,23.8
90,속초,2019-10-15,12.7
90,속초,2019-10-18,.6
90,속초,2019-10-19,0
90,속초,2019-10-24,.1
90,속초,2019-11-03,.8
90,속초,2019-11-07,.6
90,속초,2019-11-09,2.4
90,속초,2019-11-13,0
90,속초,2019-11-17,13.2
90,속초,2019-11-18,7.4
90,속초,2019-11-24,8
90,속초,2019-11-25,71.1
90,속초,2019-11-27,25.4
90,속초,2019-11-28,28.4
90,속초,2019-12-01,0
90,속초,2019-12-02,0
90,속초,2019-12-10,0
90,속초,2019-12-11,0
90,속초,2019-12-13,0
90,속초,2019-12-14,0
90,속초,2019-12-16,0
90,속초,2019-12-17,0
90,속초,2019-12-18,9.8
90,속초,2019-12-23,0
90,속초,2020-01-06,0
90,속초,2020-01-07,58.6
90,속초,2020-01-08,37.2
90,속초,2020-01-17,12
90,속초,2020-01-18,15.3
90,속초,2020-01-24,7
90,속초,2020-01-26,6.9
90,속초,2020-01-29,.6
90,속초,2020-01-30,10.1
90,속초,2020-01-31,.4
90,속초,2020-02-08,2.6
90,속초,2020-02-12,2
90,속초,2020-02-13,0
90,속초,2020-02-15,1.5
90,속초,2020-02-16,6.1
90,속초,2020-02-21,0
90,속초,2020-02-22,0
90,속초,2020-02-25,24.1
90,속초,2020-02-26,17.5
90,속초,2020-02-27,2
90,속초,2020-03-01,1.3
90,속초,2020-03-02,.6
90,속초,2020-03-03,0
90,속초,2020-03-10,20.7
90,속초,2020-03-13,0
90,속초,2020-03-14,0
90,속초,2020-03-15,3.4
90,속초,2020-03-16,1.2
90,속초,2020-03-17,0
90,속초,2020-03-19,.3
90,속초,2020-03-21,3.8
90,속초,2020-03-27,6.7
90,속초,2020-03-29,0
90,속초,2020-04-01,.8
90,속초,2020-04-07,2.5
90,속초,2020-04-08,.3
90,속초,2020-04-12,0
90,속초,2020-04-13,0
90,속초,2020-04-15,0
90,속초,2020-04-17,2
90,속초,2020-04-18,10.6
90,속초,2020-04-19,18.1
90,속초,2020-04-20,1.9
90,속초,2020-04-25,0
90,속초,2020-04-26,.3
90,속초,2020-04-27,1.9
90,속초,2020-05-08,3.2
90,속초,2020-05-09,42.8
90,속초,2020-05-12,0
90,속초,2020-05-15,7.3
90,속초,2020-05-16,.5
90,속초,2020-05-17,.4
90,속초,2020-05-18,30.3
90,속초,2020-05-19,140
90,속초,2020-05-20,12.4
90,속초,2020-05-22,.2
90,속초,2020-05-23,0
90,속초,2020-05-24,4.5
90,속초,2020-05-26,3.5
90,속초,2020-05-28,0
90,속초,2020-05-31,0
90,속초,2020-06-02,0
90,속초,2020-06-10,0
90,속초,2020-06-11,0
90,속초,2020-06-14,.5
90,속초,2020-06-18,.8
90,속초,2020-06-19,3
90,속초,2020-06-24,51.1
90,속초,2020-06-25,.3
90,속초,2020-06-27,1
90,속초,2020-06-29,.6
90,속초,2020-06-30,214.6
90,속초,2020-07-01,7.7
90,속초,2020-07-09,0
90,속초,2020-07-10,84.4
90,속초,2020-07-11,36.3
90,속초,2020-07-13,29
90,속초,2020-07-14,24.9
90,속초,2020-07-15,0
90,속초,2020-07-19,2.7
90,속초,2020-07-20,0
90,속초,2020-07-23,22.2
90,속초,2020-07-24,115.5
90,속초,2020-07-25,34
90,속초,2020-07-26,13.2
90,속초,2020-07-27,1.9
90,속초,2020-07-28,0
90,속초,2020-07-29,2.9
90,속초,2020-07-30,0
90,속초,2020-08-01,4.1
90,속초,2020-08-02,5.2
90,속초,2020-08-03,9.4
90,속초,2020-08-04,88.3
90,속초,2020-08-05,127.9
90,속초,2020-08-06,17.1
90,속초,2020-08-07,0
90,속초,2020-08-08,7.2
90,속초,2020-08-09,19.4
90,속초,2020-08-10,6.9
90,속초,2020-08-11,36.5
90,속초,2020-08-14,3.9
90,속초,2020-08-15,.3
90,속초,2020-08-20,11.9
90,속초,2020-08-21,26.7
90,속초,2020-08-22,21.2
90,속초,2020-08-23,.1
90,속초,2020-08-26,2.4
90,속초,2020-08-27,2
90,속초,2020-08-28,0
90,속초,2020-08-29,6.5
90,속초,2020-08-30,13.3
90,속초,2020-08-31,1
90,속초,2020-09-01,.7
90,속초,2020-09-02,147.1
90,속초,2020-09-03,64.4
90,속초,2020-09-06,31.1
90,속초,2020-09-07,192.5
90,속초,2020-09-08,0
90,속초,2020-09-09,.1
90,속초,2020-09-11,3
90,속초,2020-09-12,13.3
90,속초,2020-09-13,9.8
90,속초,2020-09-16,.5
90,속초,2020-09-22,0
90,속초,2020-09-23,.7
90,속초,2020-09-24,5.6
90,속초,2020-09-25,3.1
90,속초,2020-09-26,6.4
90,속초,2020-09-27,1.8
90,속초,2020-09-30,2.7
90,속초,2020-10-02,0
90,속초,2020-10-04,0
90,속초,2020-10-13,0
90,속초,2020-11-01,.1
90,속초,2020-11-02,0
90,속초,2020-11-03,0
90,속초,2020-11-16,0
90,속초,2020-11-18,.2
90,속초,2020-11-19,15.3
90,속초,2020-11-22,.6
90,속초,2020-11-26,2.8
90,속초,2020-11-27,.2
90,속초,2020-12-13,.5
90,속초,2020-12-29,0
90,속초,2020-12-30,0
90,속초,2021-01-07,0
90,속초,2021-01-15,0
90,속초,2021-01-18,0
90,속초,2021-01-21,0
90,속초,2021-01-26,0
90,속초,2021-01-28,0
90,속초,2021-01-31,0
90,속초,2021-02-01,0
90,속초,2021-02-03,0
90,속초,2021-02-04,0
90,속초,2021-02-07,0
90,속초,2021-02-14,.1
90,속초,2021-02-15,.1
90,속초,2021-02-26,0
90,속초,2021-02-27,4.8
90,속초,2021-03-01,73.4
90,속초,2021-03-02,7.6
90,속초,2021-03-06,5.4
90,속초,2021-03-07,.5
90,속초,2021-03-12,3.9
90,속초,2021-03-16,0
90,속초,2021-03-20,.9
90,속초,2021-03-27,9.2
90,속초,2021-03-28,3.3
90,속초,2021-03-29,0
90,속초,2021-04-03,40.5
90,속초,2021-04-04,12.1
90,속초,2021-04-08,1.8
90,속초,2021-04-12,12
90,속초,2021-04-13,4.5
90,속초,2021-04-17,0
90,속초,2021-04-25,0
90,속초,2021-04-27,0
90,속초,2021-04-29,3.8
90,속초,2021-04-30,22.5
90,속초,2021-05-01,32
90,속초,2021-05-02,4.2
90,속초,2021-05-04,1.2
90,속초,2021-05-05,3.2
90,속초,2021-05-07,1.9
90,속초,2021-05-08,0
90,속초,2021-05-15,2.9
90,속초,2021-05-16,67
90,속초,2021-05-17,2.1
90,속초,2021-05-20,5
90,속초,2021-05-21,13.8
90,속초,2021-05-25,.4
90,속초,2021-05-27,5.2
90,속초,2021-05-28,4.1
90,속초,2021-05-29,4.3
90,속초,2021-05-31,7.6
90,속초,2021-06-01,.3
90,속초,2021-06-03,10.2
90,속초,2021-06-04,1.3
90,속초,2021-06-07,0
90,속초,2021-06-08,.5
90,속초,2021-06-10,.8
90,속초,2021-06-11,5
90,속초,2021-06-15,.1
90,속초,2021-06-16,3.4
90,속초,2021-06-17,0
90,속초,2021-06-20,0
90,속초,2021-06-21,6.6
90,속초,2021-06-22,7.7
90,속초,2021-06-26,7.8
90,속초,2021-06-28,0
90,속초,2021-06-29,0
90,속초,2021-06-30,.1
90,속초,2021-07-03,37
90,속초,2021-07-04,50.3
90,속초,2021-07-08,6.2
90,속초,2021-07-09,2.2
90,속초,2021-07-10,1.9
90,속초,2021-07-15,0
90,속초,2021-07-17,5.1
90,속초,2021-07-26,0
90,속초,2021-07-31,1.4
90,속초,2021-08-01,.6
90,속초,2021-08-02,8.5
90,속초,2021-08-03,0
90,속초,2021-08-04,0
90,속초,2021-08-06,16.2
90,속초,2021-08-08,83.5
90,속초,2021-08-09,24.3
90,속초,2021-08-10,5.9
90,속초,2021-08-13,0
90,속초,2021-08-14,13
90,속초,2021-08-15,1.9
90,속초,2021-08-17,17.5
90,속초,2021-08-18,25.3
90,속초,2021-08-19,0
90,속초,2021-08-20,0
90,속초,2021-08-21,7.7
90,속초,2021-08-23,.1
90,속초,2021-08-24,21
90,속초,2021-08-25,.9
90,속초,2021-08-27,.1
90,속초,2021-08-29,.4
90,속초,2021-08-30,0
90,속초,2021-08-31,20.2
90,속초,2021-09-01,30.6
90,속초,2021-09-04,1.5
90,속초,2021-09-05,15.8
90,속초,2021-09-06,2.6
90,속초,2021-09-07,43.1
90,속초,2021-09-08,5.6
90,속초,2021-09-12,0
90,속초,2021-09-13,.7
90,속초,2021-09-15,1.1
90,속초,2021-09-16,0
90,속초,2021-09-17,2.9
90,속초,2021-09-18,7.8
90,속초,2021-09-20,0
90,속초,2021-09-21,3.9
90,속초,2021-09-24,11.4
90,속초,2021-09-25,9.4
90,속초,2021-09-27,0
90,속초,2021-09-28,.6
90,속초,2021-09-29,4.6
90,속초,2021-10-04,4.9
90,속초,2021-10-05,56.9
90,속초,2021-10-06,34.4
90,속초,2021-10-07,2.8
90,속초,2021-10-08,23.4
90,속초,2021-10-09,42.9
90,속초,2021-10-10,0
90,속초,2021-10-11,0
90,속초,2021-10-12,0
90,속초,2021-10-13,0
90,속초,2021-10-14,0
90,속초,2021-10-15,37.7
90,속초,2021-10-16,2.1
90,속초,2021-10-19,10.5
90,속초,2021-10-20,.8
90,속초,2021-10-21,0
90,속초,2021-10-22,.5
90,속초,2021-10-27,0
90,속초,2021-11-01,0
90,속초,2021-11-02,10.9
90,속초,2021-11-03,.1
90,속초,2021-11-07,.3
90,속초,2021-11-08,.6
90,속초,2021-11-09,0
90,속초,2021-11-20,.2
90,속초,2021-11-22,0
90,속초,2021-11-24,0
90,속초,2021-11-30,4.1
90,속초,2021-12-02,0
90,속초,2021-12-03,0
90,속초,2021-12-07,10.4
90,속초,2021-12-10,0
90,속초,2021-12-15,0
90,속초,2021-12-22,0
90,속초,2021-12-24,42.1
90,속초,2021-12-25,16.2
90,속초,2021-12-29,0
90,속초,2022-01-16,0
90,속초,2022-01-19,3.1
90,속초,2022-01-20,.1
90,속초,2022-01-23,.2
90,속초,2022-01-24,.2
90,속초,2022-02-13,8.1
90,속초,2022-02-14,1.4
90,속초,2022-02-21,0
90,속초,2022-02-26,1.6
90,속초,2022-03-04,.6
90,속초,2022-03-05,0
90,속초,2022-03-12,.5
90,속초,2022-03-13,18.3
90,속초,2022-03-14,9.3
90,속초,2022-03-17,18.5
90,속초,2022-03-18,2.7
90,속초,2022-03-19,29.2
90,속초,2022-03-20,0
90,속초,2022-03-25,6.2
90,속초,2022-03-26,22.2
90,속초,2022-03-27,0
90,속초,2022-03-30,1.3
90,속초,2022-03-31,5.7
90,속초,2022-04-12,2.2
90,속초,2022-04-13,13.8
90,속초,2022-04-14,.5
90,속초,2022-04-26,.2
90,속초,2022-04-28,1.2
90,속초,2022-04-29,15.6
90,속초,2022-04-30,0
90,속초,2022-05-01,0
90,속초,2022-05-02,0
90,속초,2022-05-07,7.7
90,속초,2022-05-08,0
90,속초,2022-05-11,0
90,속초,2022-05-13,0
90,속초,2022-05-17,0
90,속초,2022-05-18,0
90,속초,2022-05-22,0
90,속초,2022-05-25,0
90,속초,2022-05-26,1.4
90,속초,2022-05-27,0
90,속초,2022-05-30,0
90,속초,2022-06-03,0
90,속초,2022-06-04,0
90,속초,2022-06-05,14.1
90,속초,2022-06-06,75.4
90,속초,2022-06-07,2.8
90,속초,2022-06-09,.1
90,속초,2022-06-12,0
90,속초,2022-06-13,0
90,속초,2022-06-14,0
90,속초,2022-06-15,9.2
90,속초,2022-06-16,5.4
90,속초,2022-06-18,.1
90,속초,2022-06-23,54.8
90,속초,2022-06-24,11.7
90,속초,2022-06-26,19.9
90,속초,2022-06-27,19.9
90,속초,2022-06-28,.4
90,속초,2022-06-29,.6
90,속초,2022-06-30,34.3
90,속초,2022-07-05,0
90,속초,2022-07-06,0
90,속초,2022-07-07,1.4
90,속초,2022-07-08,0
90,속초,2022-07-09,0
90,속초,2022-07-10,1.3
90,속초,2022-07-11,28.8
90,속초,2022-07-12,3
90,속초,2022-07-13,26.9
90,속초,2022-07-14,0
90,속초,2022-07-15,21.1
90,속초,2022-07-16,.3
90,속초,2022-07-19,.4
90,속초,2022-07-20,.7
90,속초,2022-07-21,87.2
90,속초,2022-07-22,9.4
90,속초,2022-07-23,12.1
90,속초,2022-07-24,3.3
90,속초,2022-07-26,0
90,속초,2022-07-28,0
90,속초,2022-07-30,0
90,속초,2022-07-31,17.2
90,속초,2022-08-01,6.1
90,속초,2022-08-02,14.8
90,속초,2022-08-03,.3
90,속초,2022-08-04,11.3
90,속초,2022-08-05,0
90,속초,2022-08-07,.5
90,속초,2022-08-08,21.4
90,속초,2022-08-09,110.9
90,속초,2022-08-10,24.9
90,속초,2022-08-11,1.6
90,속초,2022-08-13,.3
90,속초,2022-08-14,20.5
90,속초,2022-08-15,1.8
90,속초,2022-08-16,25.3
90,속초,2022-08-17,28.5
90,속초,2022-08-19,0
90,속초,2022-08-20,0
90,속초,2022-08-22,.1
90,속초,2022-08-23,0
90,속초,2022-08-24,0
90,속초,2022-08-25,.6
90,속초,2022-08-27,0
90,속초,2022-08-29,.1
90,속초,2022-08-30,34.7
90,속초,2022-08-31,20
90,속초,2022-09-02,.9
90,속초,2022-09-04,10.8
90,속초,2022-09-05,119.4
90,속초,2022-09-06,87.6
90,속초,2022-09-11,.2
90,속초,2022-09-14,3.5
90,속초,2022-09-16,0
90,속초,2022-09-17,0
90,속초,2022-09-18,.6
90,속초,2022-09-19,40.4
90,속초,2022-09-20,.4
90,속초,2022-09-23,0
90,속초,2022-10-02,5
90,속초,2022-10-03,16.7
90,속초,2022-10-04,76.8
90,속초,2022-10-05,68.2
90,속초,2022-10-06,65
90,속초,2022-10-07,38.2
90,속초,2022-10-09,.5
90,속초,2022-10-10,0
90,속초,2022-10-16,0
90,속초,2022-10-23,28.2
90,속초,2022-10-24,37.5
90,속초,2022-10-25,0
90,속초,2022-10-27,34.3
90,속초,2022-10-28,6.5
90,속초,2022-10-29,.2
90,속초,2022-10-30,0
90,속초,2022-11-10,0
90,속초,2022-11-11,0
90,속초,2022-11-12,5.7
90,속초,2022-11-13,9.6
90,속초,2022-11-19,0
90,속초,2022-11-22,4.2
90,속초,2022-11-23,7.1
90,속초,2022-11-25,0
90,속초,2022-11-26,.3
90,속초,2022-11-28,9.8
90,속초,2022-11-29,1.7
90,속초,2022-12-03,0
90,속초,2022-12-12,0
90,속초,2022-12-13,.7
90,속초,2022-12-15,0
90,속초,2022-12-21,0
90,속초,2022-12-28,0
90,속초,2023-01-07,3
90,속초,2023-01-13,14.5
90,속초,2023-01-14,29.5
90,속초,2023-01-15,47.7
90,속초,2023-01-16,0
90,속초,2023-01-20,0
90,속초,2023-01-29,0
90,속초,2023-02-10,2.7
90,속초,2023-02-12,1.4
90,속초,2023-02-13,26
90,속초,2023-02-14,.9
90,속초,2023-02-15,4.1
90,속초,2023-02-25,8.3
90,속초,2023-03-02,0
90,속초,2023-03-08,0
90,속초,2023-03-09,2.6
90,속초,2023-03-12,6.3
90,속초,2023-03-22,0
90,속초,2023-03-23,0
90,속초,2023-03-24,0
90,속초,2023-03-25,1.2
90,속초,2023-03-26,0
90,속초,2023-04-04,0
90,속초,2023-04-05,28
90,속초,2023-04-06,0
90,속초,2023-04-07,0
90,속초,2023-04-11,4.5
90,속초,2023-04-14,0
90,속초,2023-04-15,1.8
90,속초,2023-04-16,2.4
90,속초,2023-04-17,.3
90,속초,2023-04-18,12
90,속초,2023-04-24,3.2
90,속초,2023-04-25,.9
90,속초,2023-04-26,1
90,속초,2023-04-29,2.9
90,속초,2023-04-30,0
90,속초,2023-05-01,0
90,속초,2023-05-05,9.8
90,속초,2023-05-06,48.4
90,속초,2023-05-14,.1
90,속초,2023-05-18,3.2
90,속초,2023-05-25,0
90,속초,2023-05-26,0
90,속초,2023-05-27,6.9
90,속초,2023-05-28,9.6
90,속초,2023-05-29,3
90,속초,2023-05-30,0
90,속초,2023-06-01,0
90,속초,2023-06-02,0
90,속초,2023-06-06,1.3
90,속초,2023-06-08,0
90,속초,2023-06-09,12.6
90,속초,2023-06-10,23.1
90,속초,2023-06-11,4.9
90,속초,2023-06-12,2.3
90,속초,2023-06-13,16.1
90,속초,2023-06-14,.2
90,속초,2023-06-15,.2
90,속초,2023-06-20,0
90,속초,2023-06-21,38.2
90,속초,2023-06-22,2.2
90,속초,2023-06-26,33.8
90,속초,2023-06-27,15.2
90,속초,2023-06-29,37.6
90,속초,2023-06-30,12.4
90,속초,2023-07-04,14.9
90,속초,2023-07-05,19.4
90,속초,2023-07-09,29.4
90,속초,2023-07-10,7.4
90,속초,2023-07-11,1.1
90,속초,2023-07-13,9.5
90,속초,2023-07-14,10.3
90,속초,2023-07-15,.6
90,속초,2023-07-16,0
90,속초,2023-07-17,0
90,속초,2023-07-18,.7
90,속초,2023-07-22,.1
90,속초,2023-07-23,3.5
90,속초,2023-07-24,8.5
90,속초,2023-07-26,2.8
90,속초,2023-07-29,0
90,속초,2023-08-06,55
90,속초,2023-08-07,67.3
90,속초,2023-08-08,.4
90,속초,2023-08-09,34.1
90,속초,2023-08-10,368.7
90,속초,2023-08-11,.3
90,속초,2023-08-12,.1
90,속초,2023-08-13,0
90,속초,2023-08-14,0
90,속초,2023-08-15,1.8
90,속초,2023-08-16,0
90,속초,2023-08-18,.2
90,속초,2023-08-20,6.7
90,속초,2023-08-22,.3
90,속초,2023-08-23,59.7
90,속초,2023-08-24,29.7
90,속초,2023-08-25,6.5
90,속초,2023-08-28,13.9
90,속초,2023-08-29,1.9
90,속초,2023-08-30,23
90,속초,2023-09-03,.7
90,속초,2023-09-06,.3
90,속초,2023-09-13,76.8
90,속초,2023-09-14,5.7
90,속초,2023-09-15,7
90,속초,2023-09-16,11.4
90,속초,2023-09-17,10.6
90,속초,2023-09-18,.2
90,속초,2023-09-20,61.1
90,속초,2023-09-21,1.9
90,속초,2023-09-25,1.3
90,속초,2023-09-26,22.1
90,속초,2023-09-27,9.1
90,속초,2023-10-07,2.4
90,속초,2023-10-08,18.7
90,속초,2023-10-09,0
90,속초,2023-10-10,1.3
90,속초,2023-10-14,.7
90,속초,2023-10-16,.6
90,속초,2023-10-19,0
90,속초,2023-10-26,.4
90,속초,2023-10-27,7.3
90,속초,2023-10-28,0
90,속초,2023-11-01,0
90,속초,2023-11-03,27.7
90,속초,2023-11-04,19.9
90,속초,2023-11-05,4.1
90,속초,2023-11-06,8
90,속초,2023-11-16,0
90,속초,2023-11-23,.4
90,속초,2023-11-27,0
90,속초,2023-12-02,0
90,속초,2023-12-06,.3
90,속초,2023-12-10,22.4
90,속초,2023-12-11,66.6
90,속초,2023-12-12,11.5
90,속초,2023-12-14,38.2
90,속초,2023-12-15,38.1
90,속초,2023-12-16,.4
90,속초,2023-12-17,0
90,속초,2023-12-30,.7
90,속초,2023-12-31,26.8
90,속초,2024-01-01,.4
90,속초,2024-01-02,0
90,속초,2024-01-14,0
90,속초,2024-01-17,0
90,속초,2024-01-18,0
90,속초,2024-01-19,0
90,속초,2024-01-20,9.3
90,속초,2024-01-21,1.9
90,속초,2024-02-01,2.6
90,속초,2024-02-02,.3
90,속초,2024-02-04,0
90,속초,2024-02-05,14.7
90,속초,2024-02-15,39.2
90,속초,2024-02-18,0
90,속초,2024-02-19,10.2
90,속초,2024-02-20,17.4
90,속초,2024-02-21,26.7
90,속초,2024-02-22,8.6
90,속초,2024-02-23,2.5
90,속초,2024-02-24,1.2
90,속초,2024-02-25,2
90,속초,2024-02-27,.3
90,속초,2024-03-02,0
90,속초,2024-03-03,.1
90,속초,2024-03-05,7
90,속초,2024-03-06,1.8
90,속초,2024-03-07,2.2
90,속초,2024-03-19,10.1
90,속초,2024-03-20,3.8
90,속초,2024-03-22,4.6
90,속초,2024-03-23,1.1
90,속초,2024-03-25,9.1
90,속초,2024-03-26,18.5
90,속초,2024-03-28,.3
90,속초,2024-03-29,0
90,속초,2024-03-30,0
90,속초,2024-04-11,0
90,속초,2024-04-15,6.9
90,속초,2024-04-20,32.7
90,속초,2024-04-21,18
90,속초,2024-04-23,.2
90,속초,2024-04-24,5.6
90,속초,2024-05-05,5.3
90,속초,2024-05-07,22.2
90,속초,2024-05-11,.3
90,속초,2024-05-15,20.2
90,속초,2024-05-16,14.3
90,속초,2024-05-20,.9
90,속초,2024-05-24,.2
90,속초,2024-06-01,1.3
90,속초,2024-06-02,.6
90,속초,2024-06-08,10.9
90,속초,2024-06-15,10
90,속초,2024-06-22,8.3
90,속초,2024-06-23,17.7
90,속초,2024-06-29,20.2
90,속초,2024-06-30,64.8
90,속초,2024-07-02,44.5
90,속초,2024-07-03,.5
90,속초,2024-07-04,.8
90,속초,2024-07-05,1.4
90,속초,2024-07-06,.1
90,속초,2024-07-08,2.5
90,속초,2024-07-09,2.1
90,속초,2024-07-10,4.4
90,속초,2024-07-14,.1
90,속초,2024-07-15,.2
90,속초,2024-07-16,1.1
90,속초,2024-07-17,31.6
90,속초,2024-07-18,6.4
90,속초,2024-07-20,0
90,속초,2024-07-21,0
90,속초,2024-07-22,.3
90,속초,2024-07-23,3.3
90,속초,2024-07-26,5.4
90,속초,2024-07-27,4.4
90,속초,2024-07-29,.2
90,속초,2024-08-02,0
90,속초,2024-08-05,3.3
90,속초,2024-08-06,0
90,속초,2024-08-07,0
90,속초,2024-08-20,23.8
90,속초,2024-08-21,14.7
90,속초,2024-08-22,.5
90,속초,2024-08-27,.4
90,속초,2024-08-28,.1
90,속초,2024-08-29,2.6
90,속초,2024-08-30,1
90,속초,2024-09-02,23
