지점,지점명,일시,일강수량(mm)
271,봉화,2019-10-14,.4
271,봉화,2019-10-15,.5
271,봉화,2019-10-18,.1
271,봉화,2019-10-19,.2
271,봉화,2019-10-23,0
271,봉화,2019-11-03,2
271,봉화,2019-11-10,6.5
271,봉화,2019-11-11,1
271,봉화,2019-11-13,1.5
271,봉화,2019-11-15,2
271,봉화,2019-11-16,3
271,봉화,2019-11-17,23
271,봉화,2019-11-18,7
271,봉화,2019-11-24,.4
271,봉화,2019-11-28,.2
271,봉화,2019-12-01,5
271,봉화,2019-12-02,.5
271,봉화,2019-12-04,0
271,봉화,2019-12-11,.1
271,봉화,2019-12-14,.1
271,봉화,2019-12-17,0
271,봉화,2019-12-26,1.6
271,봉화,2019-12-29,4.9
271,봉화,2019-12-30,1.3
271,봉화,2020-01-06,3.2
271,봉화,2020-01-07,44.8
271,봉화,2020-01-08,1.6
271,봉화,2020-01-23,.6
271,봉화,2020-01-26,0
271,봉화,2020-01-27,8.3
271,봉화,2020-01-28,2.2
271,봉화,2020-01-30,0
271,봉화,2020-02-05,.1
271,봉화,2020-02-12,16.2
271,봉화,2020-02-15,.9
271,봉화,2020-02-16,9
271,봉화,2020-02-22,1
271,봉화,2020-02-25,21.7
271,봉화,2020-02-26,.3
271,봉화,2020-02-28,2.6
271,봉화,2020-03-01,.1
271,봉화,2020-03-02,.1
271,봉화,2020-03-04,0
271,봉화,2020-03-10,7.7
271,봉화,2020-03-15,.4
271,봉화,2020-03-17,.1
271,봉화,2020-03-26,4.6
271,봉화,2020-03-27,4.1
271,봉화,2020-04-12,11.5
271,봉화,2020-04-17,5.4
271,봉화,2020-04-19,13.1
271,봉화,2020-04-20,.1
271,봉화,2020-05-03,1.4
271,봉화,2020-05-05,2.7
271,봉화,2020-05-06,0
271,봉화,2020-05-08,.9
271,봉화,2020-05-09,38
271,봉화,2020-05-10,.4
271,봉화,2020-05-12,0
271,봉화,2020-05-15,17.1
271,봉화,2020-05-18,38.5
271,봉화,2020-05-19,13.1
271,봉화,2020-05-22,0
271,봉화,2020-05-24,2.2
271,봉화,2020-05-26,.2
271,봉화,2020-05-28,0
271,봉화,2020-05-29,.3
271,봉화,2020-06-10,10.6
271,봉화,2020-06-11,16
271,봉화,2020-06-12,4.1
271,봉화,2020-06-13,1.1
271,봉화,2020-06-14,6.2
271,봉화,2020-06-20,0
271,봉화,2020-06-24,10.3
271,봉화,2020-06-25,3.2
271,봉화,2020-06-26,.2
271,봉화,2020-06-27,0
271,봉화,2020-06-28,6.7
271,봉화,2020-06-29,18.8
271,봉화,2020-06-30,38.1
271,봉화,2020-07-01,3.8
271,봉화,2020-07-03,0
271,봉화,2020-07-04,1.8
271,봉화,2020-07-06,5.7
271,봉화,2020-07-10,17.5
271,봉화,2020-07-11,0
271,봉화,2020-07-12,5.8
271,봉화,2020-07-13,62.6
271,봉화,2020-07-14,.7
271,봉화,2020-07-15,0
271,봉화,2020-07-19,.2
271,봉화,2020-07-20,10.4
271,봉화,2020-07-22,5.3
271,봉화,2020-07-23,46.6
271,봉화,2020-07-24,14.1
271,봉화,2020-07-25,9.9
271,봉화,2020-07-26,3.5
271,봉화,2020-07-27,2.4
271,봉화,2020-07-28,17.2
271,봉화,2020-07-29,48.4
271,봉화,2020-07-30,16.6
271,봉화,2020-08-01,15.2
271,봉화,2020-08-02,151.2
271,봉화,2020-08-03,1.4
271,봉화,2020-08-04,7.7
271,봉화,2020-08-05,10.7
271,봉화,2020-08-06,19.3
271,봉화,2020-08-07,7.8
271,봉화,2020-08-08,37
271,봉화,2020-08-09,13.6
271,봉화,2020-08-10,69.5
271,봉화,2020-08-11,32
271,봉화,2020-08-12,0
271,봉화,2020-08-15,.8
271,봉화,2020-08-22,.9
271,봉화,2020-08-23,11.9
271,봉화,2020-08-26,2.3
271,봉화,2020-08-27,3.5
271,봉화,2020-08-28,13.8
271,봉화,2020-08-29,11
271,봉화,2020-08-30,25.3
271,봉화,2020-08-31,0
271,봉화,2020-09-02,27.2
271,봉화,2020-09-03,55.2
271,봉화,2020-09-05,2
271,봉화,2020-09-06,6.5
271,봉화,2020-09-07,51.5
271,봉화,2020-09-09,1.6
271,봉화,2020-09-11,0
271,봉화,2020-09-12,7.6
271,봉화,2020-09-16,1.9
271,봉화,2020-09-17,0
271,봉화,2020-09-19,0
271,봉화,2020-09-25,0
271,봉화,2020-09-26,0
271,봉화,2020-10-02,0
271,봉화,2020-10-03,1.1
271,봉화,2020-10-04,.2
271,봉화,2020-10-11,0
271,봉화,2020-10-12,0
271,봉화,2020-10-21,.1
271,봉화,2020-11-01,.7
271,봉화,2020-11-03,0
271,봉화,2020-11-17,.2
271,봉화,2020-11-18,.2
271,봉화,2020-11-19,35.8
271,봉화,2020-11-22,3.5
271,봉화,2020-12-13,4.8
271,봉화,2020-12-29,0
271,봉화,2021-01-01,0
271,봉화,2021-01-06,.2
271,봉화,2021-01-07,1.9
271,봉화,2021-01-12,0
271,봉화,2021-01-13,.1
271,봉화,2021-01-17,0
271,봉화,2021-01-18,5.7
271,봉화,2021-01-21,1.3
271,봉화,2021-01-22,.3
271,봉화,2021-01-26,2.8
271,봉화,2021-02-01,8.1
271,봉화,2021-02-03,.3
271,봉화,2021-02-04,1.1
271,봉화,2021-02-14,1.4
271,봉화,2021-02-15,.7
271,봉화,2021-02-27,0
271,봉화,2021-02-28,0
271,봉화,2021-03-01,59.4
271,봉화,2021-03-02,1
271,봉화,2021-03-04,.7
271,봉화,2021-03-12,7.1
271,봉화,2021-03-20,4
271,봉화,2021-03-27,18.1
271,봉화,2021-03-28,7.3
271,봉화,2021-04-03,40.1
271,봉화,2021-04-04,15.4
271,봉화,2021-04-12,21.3
271,봉화,2021-04-13,11.2
271,봉화,2021-04-16,0
271,봉화,2021-04-27,0
271,봉화,2021-04-29,.1
271,봉화,2021-04-30,4.2
271,봉화,2021-05-01,13.6
271,봉화,2021-05-02,.6
271,봉화,2021-05-04,15.4
271,봉화,2021-05-05,5.7
271,봉화,2021-05-07,1.9
271,봉화,2021-05-10,10.3
271,봉화,2021-05-11,0
271,봉화,2021-05-15,2.2
271,봉화,2021-05-16,93.7
271,봉화,2021-05-17,8.1
271,봉화,2021-05-20,2.5
271,봉화,2021-05-21,7.5
271,봉화,2021-05-25,2.7
271,봉화,2021-05-27,1.2
271,봉화,2021-05-28,16.7
271,봉화,2021-05-29,0
271,봉화,2021-05-30,0
271,봉화,2021-05-31,9.5
271,봉화,2021-06-03,24.3
271,봉화,2021-06-04,2.6
271,봉화,2021-06-06,0
271,봉화,2021-06-08,.1
271,봉화,2021-06-10,.1
271,봉화,2021-06-11,23.2
271,봉화,2021-06-15,2.2
271,봉화,2021-06-16,.1
271,봉화,2021-06-18,.1
271,봉화,2021-06-20,0
271,봉화,2021-06-21,4.4
271,봉화,2021-06-22,9.6
271,봉화,2021-06-23,1.8
271,봉화,2021-06-24,0
271,봉화,2021-06-26,.5
271,봉화,2021-06-28,0
271,봉화,2021-06-29,0
271,봉화,2021-06-30,1.7
271,봉화,2021-07-03,17.5
271,봉화,2021-07-04,27.7
271,봉화,2021-07-05,.1
271,봉화,2021-07-06,4.3
271,봉화,2021-07-07,29.7
271,봉화,2021-07-08,44
271,봉화,2021-07-09,30.3
271,봉화,2021-07-10,14.9
271,봉화,2021-07-11,.3
271,봉화,2021-07-15,4.3
271,봉화,2021-07-17,3.2
271,봉화,2021-07-18,.6
271,봉화,2021-07-31,0
271,봉화,2021-08-01,9.3
271,봉화,2021-08-02,24.3
271,봉화,2021-08-06,6.8
271,봉화,2021-08-08,.5
271,봉화,2021-08-09,.9
271,봉화,2021-08-10,19.9
271,봉화,2021-08-11,0
271,봉화,2021-08-14,2.7
271,봉화,2021-08-17,.5
271,봉화,2021-08-18,0
271,봉화,2021-08-20,0
271,봉화,2021-08-21,13.6
271,봉화,2021-08-22,0
271,봉화,2021-08-23,50.4
271,봉화,2021-08-24,32.6
271,봉화,2021-08-25,21.6
271,봉화,2021-08-26,.7
271,봉화,2021-08-27,13.9
271,봉화,2021-08-29,10.1
271,봉화,2021-08-30,0
271,봉화,2021-08-31,20.4
271,봉화,2021-09-01,77.1
271,봉화,2021-09-02,0
271,봉화,2021-09-03,.2
271,봉화,2021-09-07,22.1
271,봉화,2021-09-08,1.4
271,봉화,2021-09-16,.2
271,봉화,2021-09-17,22.6
271,봉화,2021-09-21,8.4
271,봉화,2021-09-22,.5
271,봉화,2021-09-24,0
271,봉화,2021-09-25,.1
271,봉화,2021-09-27,.3
271,봉화,2021-09-28,.1
271,봉화,2021-09-29,24
271,봉화,2021-09-30,2.6
271,봉화,2021-10-02,1.2
271,봉화,2021-10-06,0
271,봉화,2021-10-07,.1
271,봉화,2021-10-08,.3
271,봉화,2021-10-09,.3
271,봉화,2021-10-10,.1
271,봉화,2021-10-11,15.5
271,봉화,2021-10-12,1.1
271,봉화,2021-10-15,12.7
271,봉화,2021-10-16,9.6
271,봉화,2021-10-19,.7
271,봉화,2021-11-07,0
271,봉화,2021-11-08,19.4
271,봉화,2021-11-09,2.2
271,봉화,2021-11-10,.3
271,봉화,2021-11-11,0
271,봉화,2021-11-25,.2
271,봉화,2021-11-30,21.8
271,봉화,2021-12-03,.3
271,봉화,2021-12-10,0
271,봉화,2021-12-14,.4
271,봉화,2021-12-15,.4
271,봉화,2021-12-19,1.7
271,봉화,2021-12-29,0
271,봉화,2022-01-11,.1
271,봉화,2022-01-17,.3
271,봉화,2022-01-19,0
271,봉화,2022-01-25,.6
271,봉화,2022-02-01,1
271,봉화,2022-02-14,0
271,봉화,2022-02-26,1.5
271,봉화,2022-03-01,0
271,봉화,2022-03-13,42.9
271,봉화,2022-03-14,4.9
271,봉화,2022-03-17,1.5
271,봉화,2022-03-18,6.9
271,봉화,2022-03-19,8
271,봉화,2022-03-20,0
271,봉화,2022-03-25,10.1
271,봉화,2022-03-26,22.8
271,봉화,2022-03-30,.3
271,봉화,2022-03-31,.9
271,봉화,2022-04-07,0
271,봉화,2022-04-13,4.1
271,봉화,2022-04-14,1.1
271,봉화,2022-04-15,0
271,봉화,2022-04-25,0
271,봉화,2022-04-26,19
271,봉화,2022-04-29,7.8
271,봉화,2022-05-02,0
271,봉화,2022-05-08,0
271,봉화,2022-05-09,1
271,봉화,2022-05-13,3
271,봉화,2022-05-14,0
271,봉화,2022-05-17,0
271,봉화,2022-05-25,0
271,봉화,2022-05-26,1.4
271,봉화,2022-05-30,.3
271,봉화,2022-06-05,1.7
271,봉화,2022-06-06,7.3
271,봉화,2022-06-07,0
271,봉화,2022-06-09,0
271,봉화,2022-06-11,2
271,봉화,2022-06-14,3.8
271,봉화,2022-06-15,4.1
271,봉화,2022-06-23,17.1
271,봉화,2022-06-24,13.7
271,봉화,2022-06-25,1.8
271,봉화,2022-06-27,58.4
271,봉화,2022-06-29,3.6
271,봉화,2022-06-30,25
271,봉화,2022-07-04,.3
271,봉화,2022-07-05,0
271,봉화,2022-07-07,0
271,봉화,2022-07-08,5.8
271,봉화,2022-07-10,1.2
271,봉화,2022-07-11,25.8
271,봉화,2022-07-13,59.2
271,봉화,2022-07-14,.8
271,봉화,2022-07-18,4
271,봉화,2022-07-19,3
271,봉화,2022-07-20,0
271,봉화,2022-07-21,25.8
271,봉화,2022-07-22,12.5
271,봉화,2022-07-23,1.3
271,봉화,2022-07-24,14.3
271,봉화,2022-07-28,.3
271,봉화,2022-07-31,3.2
271,봉화,2022-08-01,1.8
271,봉화,2022-08-02,1.9
271,봉화,2022-08-03,1.1
271,봉화,2022-08-04,0
271,봉화,2022-08-05,0
271,봉화,2022-08-07,2.4
271,봉화,2022-08-08,.6
271,봉화,2022-08-09,18.3
271,봉화,2022-08-10,103.3
271,봉화,2022-08-11,59.5
271,봉화,2022-08-12,.5
271,봉화,2022-08-13,9.8
271,봉화,2022-08-14,27.6
271,봉화,2022-08-15,0
271,봉화,2022-08-16,6
271,봉화,2022-08-17,14.4
271,봉화,2022-08-19,1.3
271,봉화,2022-08-20,31
271,봉화,2022-08-23,2.7
271,봉화,2022-08-29,1.9
271,봉화,2022-08-30,54
271,봉화,2022-08-31,32.3
271,봉화,2022-09-03,.1
271,봉화,2022-09-04,.4
271,봉화,2022-09-05,16.2
271,봉화,2022-09-06,16.5
271,봉화,2022-09-17,.3
271,봉화,2022-09-18,.2
271,봉화,2022-09-19,.6
271,봉화,2022-10-02,4.4
271,봉화,2022-10-03,5.2
271,봉화,2022-10-04,64.4
271,봉화,2022-10-06,.5
271,봉화,2022-10-07,0
271,봉화,2022-10-09,3.5
271,봉화,2022-10-10,1.7
271,봉화,2022-10-23,3.5
271,봉화,2022-10-25,0
271,봉화,2022-11-12,4.7
271,봉화,2022-11-13,27.9
271,봉화,2022-11-22,8.3
271,봉화,2022-11-23,8.1
271,봉화,2022-11-28,8.8
271,봉화,2022-11-29,20.9
271,봉화,2022-12-06,.5
271,봉화,2022-12-07,.1
271,봉화,2022-12-12,.1
271,봉화,2022-12-13,4.2
271,봉화,2022-12-14,.2
271,봉화,2022-12-15,1.3
271,봉화,2022-12-21,5.8
271,봉화,2023-01-07,.6
271,봉화,2023-01-12,0
271,봉화,2023-01-13,16.2
271,봉화,2023-01-15,6.1
271,봉화,2023-01-20,0
271,봉화,2023-01-26,.1
271,봉화,2023-01-29,1.2
271,봉화,2023-02-09,.9
271,봉화,2023-02-10,5.8
271,봉화,2023-02-18,0
271,봉화,2023-02-19,0
271,봉화,2023-03-12,5.9
271,봉화,2023-03-23,25.2
271,봉화,2023-04-04,3.1
271,봉화,2023-04-05,29.6
271,봉화,2023-04-06,2
271,봉화,2023-04-07,1.8
271,봉화,2023-04-11,3.5
271,봉화,2023-04-15,1.3
271,봉화,2023-04-18,2
271,봉화,2023-04-25,3.1
271,봉화,2023-04-29,13.5
271,봉화,2023-05-05,58.6
271,봉화,2023-05-06,37.6
271,봉화,2023-05-07,.4
271,봉화,2023-05-13,.4
271,봉화,2023-05-18,1
271,봉화,2023-05-22,1.3
271,봉화,2023-05-23,.7
271,봉화,2023-05-26,.2
271,봉화,2023-05-27,0
271,봉화,2023-05-28,22.5
271,봉화,2023-05-29,22.3
271,봉화,2023-06-08,0
271,봉화,2023-06-09,0
271,봉화,2023-06-10,3.9
271,봉화,2023-06-11,0
271,봉화,2023-06-12,0
271,봉화,2023-06-13,5.5
271,봉화,2023-06-14,3.1
271,봉화,2023-06-15,0
271,봉화,2023-06-20,0
271,봉화,2023-06-21,28.6
271,봉화,2023-06-22,0
271,봉화,2023-06-26,117.5
271,봉화,2023-06-27,6
271,봉화,2023-06-28,1.1
271,봉화,2023-06-29,85.3
271,봉화,2023-06-30,50.6
271,봉화,2023-07-04,30.7
271,봉화,2023-07-05,53.1
271,봉화,2023-07-07,20.3
271,봉화,2023-07-08,1.2
271,봉화,2023-07-09,29
271,봉화,2023-07-10,14.2
271,봉화,2023-07-11,22.7
271,봉화,2023-07-12,0
271,봉화,2023-07-13,24.3
271,봉화,2023-07-14,131
271,봉화,2023-07-15,170.1
271,봉화,2023-07-16,.3
271,봉화,2023-07-17,1.7
271,봉화,2023-07-18,18
271,봉화,2023-07-20,.4
271,봉화,2023-07-23,1.3
271,봉화,2023-07-24,4.5
271,봉화,2023-07-25,.8
271,봉화,2023-07-26,3.5
271,봉화,2023-07-30,.1
271,봉화,2023-07-31,24.7
271,봉화,2023-08-09,12
271,봉화,2023-08-10,73.5
271,봉화,2023-08-11,.3
271,봉화,2023-08-12,0
271,봉화,2023-08-13,.4
271,봉화,2023-08-14,0
271,봉화,2023-08-16,.7
271,봉화,2023-08-17,.5
271,봉화,2023-08-20,68.4
271,봉화,2023-08-23,2.6
271,봉화,2023-08-24,21.3
271,봉화,2023-08-25,63.3
271,봉화,2023-08-29,3.8
271,봉화,2023-08-30,94.4
271,봉화,2023-08-31,20.4
271,봉화,2023-09-03,0
271,봉화,2023-09-12,3
271,봉화,2023-09-13,16.7
271,봉화,2023-09-14,5.9
271,봉화,2023-09-15,14.7
271,봉화,2023-09-16,4.6
271,봉화,2023-09-17,1.3
271,봉화,2023-09-18,12.5
271,봉화,2023-09-20,84.3
271,봉화,2023-09-21,1.4
271,봉화,2023-09-25,7
271,봉화,2023-09-26,29.8
271,봉화,2023-09-27,2.1
271,봉화,2023-09-30,4
271,봉화,2023-10-09,.2
271,봉화,2023-10-10,0
271,봉화,2023-10-14,6.2
271,봉화,2023-10-19,2
271,봉화,2023-10-20,6.8
271,봉화,2023-10-26,9.1
271,봉화,2023-11-04,.6
271,봉화,2023-11-05,3.4
271,봉화,2023-11-06,20.2
271,봉화,2023-11-07,.2
271,봉화,2023-11-09,.1
271,봉화,2023-11-10,1
271,봉화,2023-11-16,5
271,봉화,2023-11-17,.4
271,봉화,2023-11-23,0
271,봉화,2023-11-27,3.6
271,봉화,2023-12-06,1.2
271,봉화,2023-12-11,33.2
271,봉화,2023-12-12,0
271,봉화,2023-12-14,17.6
271,봉화,2023-12-15,40
271,봉화,2023-12-16,3.6
271,봉화,2023-12-20,0
271,봉화,2023-12-30,.9
271,봉화,2023-12-31,4.1
271,봉화,2024-01-06,0
271,봉화,2024-01-09,0
271,봉화,2024-01-14,1.3
271,봉화,2024-01-17,2.4
271,봉화,2024-01-18,4.5
271,봉화,2024-01-20,2.4
271,봉화,2024-01-21,1.4
271,봉화,2024-02-03,.5
271,봉화,2024-02-05,4.6
271,봉화,2024-02-06,.6
271,봉화,2024-02-07,0
271,봉화,2024-02-15,4.4
271,봉화,2024-02-18,8
271,봉화,2024-02-19,20.6
271,봉화,2024-02-20,2.4
271,봉화,2024-02-21,8.4
271,봉화,2024-02-22,1
271,봉화,2024-02-24,1.2
271,봉화,2024-02-25,1.1
271,봉화,2024-02-29,.9
271,봉화,2024-03-03,1.2
271,봉화,2024-03-05,2.7
271,봉화,2024-03-07,.6
271,봉화,2024-03-12,.8
271,봉화,2024-03-19,2.4
271,봉화,2024-03-20,1.1
271,봉화,2024-03-22,4.4
271,봉화,2024-03-23,1.2
271,봉화,2024-03-25,3.9
271,봉화,2024-03-26,8.1
271,봉화,2024-03-28,20.1
271,봉화,2024-04-03,8.9
271,봉화,2024-04-15,20.2
271,봉화,2024-04-16,1.3
271,봉화,2024-04-20,5.1
271,봉화,2024-04-21,.7
271,봉화,2024-04-23,2
271,봉화,2024-04-24,7.1
271,봉화,2024-04-29,0
271,봉화,2024-04-30,0
271,봉화,2024-05-05,40.6
271,봉화,2024-05-06,7
271,봉화,2024-05-07,3.3
271,봉화,2024-05-11,4
271,봉화,2024-05-12,5.6
271,봉화,2024-05-15,11.7
271,봉화,2024-05-16,12.9
271,봉화,2024-05-26,23.9
271,봉화,2024-06-02,0
271,봉화,2024-06-08,6.9
271,봉화,2024-06-15,9.3
271,봉화,2024-06-22,30.9
271,봉화,2024-06-23,12.3
271,봉화,2024-06-24,2.1
271,봉화,2024-06-29,39.5
271,봉화,2024-06-30,23.3
271,봉화,2024-07-02,52.6
271,봉화,2024-07-03,15.1
271,봉화,2024-07-05,6.6
271,봉화,2024-07-07,94.3
271,봉화,2024-07-08,84.1
271,봉화,2024-07-09,8.3
271,봉화,2024-07-10,65
271,봉화,2024-07-11,.6
271,봉화,2024-07-12,18
271,봉화,2024-07-14,0
271,봉화,2024-07-16,16.3
271,봉화,2024-07-17,24
271,봉화,2024-07-18,22.6
271,봉화,2024-07-20,1.7
271,봉화,2024-07-21,9.7
271,봉화,2024-07-23,.5
271,봉화,2024-07-24,1.6
271,봉화,2024-07-27,16.7
271,봉화,2024-08-02,.9
271,봉화,2024-08-05,8.5
271,봉화,2024-08-06,36.7
271,봉화,2024-08-08,1.2
271,봉화,2024-08-11,1.3
271,봉화,2024-08-12,1.4
271,봉화,2024-08-20,1.4
271,봉화,2024-08-21,5.1
271,봉화,2024-08-22,2.1
271,봉화,2024-08-26,2.9
271,봉화,2024-08-27,23.6
271,봉화,2024-08-29,2.6
271,봉화,2024-08-30,.2
271,봉화,2024-09-02,.7
271,봉화,2024-09-06,.8
271,봉화,2024-09-07,.1
271,봉화,2024-09-11,5.9
271,봉화,2024-09-12,30.1
271,봉화,2024-09-14,.1
271,봉화,2024-09-15,.2
271,봉화,2024-09-18,1.8
271,봉화,2024-09-20,48
271,봉화,2024-09-21,94.5
271,봉화,2024-09-26,3.8
271,봉화,2024-10-01,0
271,봉화,2024-10-03,.4
271,봉화,2024-10-06,1.5
271,봉화,2024-10-07,2.5
271,봉화,2024-10-14,6.7
271,봉화,2024-10-15,8.3
271,봉화,2024-10-18,39.8
271,봉화,2024-10-19,20.3
271,봉화,2024-10-20,0
271,봉화,2024-10-21,.1
271,봉화,2024-10-22,23.5
271,봉화,2024-10-23,2
271,봉화,2024-10-27,.6
271,봉화,2024-11-01,1.4
271,봉화,2024-11-02,.1
271,봉화,2024-11-14,0
271,봉화,2024-11-15,.4
271,봉화,2024-11-26,21.4
271,봉화,2024-11-27,4.5
271,봉화,2024-11-28,2.8
271,봉화,2024-12-02,0
271,봉화,2024-12-21,3
272,영주,2018-01-08,.5
272,영주,2018-01-09,.5
272,영주,2018-01-10,.5
272,영주,2018-01-16,.5
272,영주,2018-01-17,8
272,영주,2018-01-22,1.5
272,영주,2018-02-03,0
272,영주,2018-02-11,0
272,영주,2018-02-23,1
272,영주,2018-02-28,16.5
272,영주,2018-03-01,2
272,영주,2018-03-04,21.5
272,영주,2018-03-05,20.5
272,영주,2018-03-07,5
272,영주,2018-03-08,13.5
272,영주,2018-03-15,4.5
272,영주,2018-03-16,2.5
272,영주,2018-03-18,1
272,영주,2018-03-19,38.5
272,영주,2018-03-21,1
272,영주,2018-04-04,31
272,영주,2018-04-05,18.5
272,영주,2018-04-06,16.5
272,영주,2018-04-07,.5
272,영주,2018-04-08,.5
272,영주,2018-04-09,.1
272,영주,2018-04-10,1.5
272,영주,2018-04-11,10
272,영주,2018-04-14,27.5
272,영주,2018-04-22,0
272,영주,2018-04-23,56
272,영주,2018-04-24,13
272,영주,2018-05-01,8
272,영주,2018-05-02,40.5
272,영주,2018-05-03,7
272,영주,2018-05-06,26.5
272,영주,2018-05-07,.4
272,영주,2018-05-09,.2
272,영주,2018-05-12,23
272,영주,2018-05-13,5.5
272,영주,2018-05-16,.5
272,영주,2018-05-17,.5
272,영주,2018-05-18,31.5
272,영주,2018-05-22,4
272,영주,2018-05-23,12.5
272,영주,2018-05-30,2.5
272,영주,2018-06-04,.1
272,영주,2018-06-05,2.5
272,영주,2018-06-12,.1
272,영주,2018-06-19,0
272,영주,2018-06-26,58.5
272,영주,2018-06-27,5.5
272,영주,2018-06-29,.1
272,영주,2018-06-30,12
272,영주,2018-07-01,121
272,영주,2018-07-02,70.5
272,영주,2018-07-03,8
272,영주,2018-07-04,.5
272,영주,2018-07-05,7.5
272,영주,2018-07-06,.5
272,영주,2018-07-09,25.5
272,영주,2018-07-10,.5
272,영주,2018-07-28,.2
272,영주,2018-08-06,.4
272,영주,2018-08-09,33
272,영주,2018-08-10,64.5
272,영주,2018-08-11,.4
272,영주,2018-08-14,.5
272,영주,2018-08-16,0
272,영주,2018-08-23,0
272,영주,2018-08-24,67.5
272,영주,2018-08-25,.2
272,영주,2018-08-26,22.5
272,영주,2018-08-27,45.5
272,영주,2018-08-28,90.5
272,영주,2018-08-29,15.5
272,영주,2018-08-30,19
272,영주,2018-08-31,52
272,영주,2018-09-02,.5
272,영주,2018-09-03,22
272,영주,2018-09-04,91
272,영주,2018-09-07,.4
272,영주,2018-09-14,6
272,영주,2018-09-15,5.5
272,영주,2018-09-16,.5
272,영주,2018-09-17,.3
272,영주,2018-09-20,12.5
272,영주,2018-09-21,27.5
272,영주,2018-09-22,.1
272,영주,2018-09-23,.2
272,영주,2018-10-05,70
272,영주,2018-10-06,36
272,영주,2018-10-10,0
272,영주,2018-10-18,2.5
272,영주,2018-10-26,9
272,영주,2018-10-27,.2
272,영주,2018-10-28,12
272,영주,2018-10-29,.1
272,영주,2018-10-31,0
272,영주,2018-11-07,4
272,영주,2018-11-08,58
272,영주,2018-11-24,6
272,영주,2018-12-03,12
272,영주,2018-12-04,11.5
272,영주,2018-12-11,2.5
272,영주,2018-12-13,0
272,영주,2019-01-12,.1
272,영주,2019-01-15,0
272,영주,2019-01-28,0
272,영주,2019-02-03,12.5
272,영주,2019-02-07,.1
272,영주,2019-02-16,0
272,영주,2019-02-19,16.5
272,영주,2019-03-10,.2
272,영주,2019-03-11,0
272,영주,2019-03-12,5.5
272,영주,2019-03-13,.5
272,영주,2019-03-15,11
272,영주,2019-03-16,0
272,영주,2019-03-20,16.5
272,영주,2019-03-21,6
272,영주,2019-03-23,4
272,영주,2019-03-30,4
272,영주,2019-03-31,1
272,영주,2019-04-07,.2
272,영주,2019-04-09,20
272,영주,2019-04-10,9
272,영주,2019-04-14,.1
272,영주,2019-04-23,2
272,영주,2019-04-24,13
272,영주,2019-04-25,3
272,영주,2019-04-26,12.5
272,영주,2019-04-29,4.5
272,영주,2019-05-18,6.5
272,영주,2019-05-19,7
272,영주,2019-05-20,2
272,영주,2019-05-27,42
272,영주,2019-05-30,.1
272,영주,2019-05-31,.4
272,영주,2019-06-06,15.5
272,영주,2019-06-07,31.5
272,영주,2019-06-15,1.5
272,영주,2019-06-16,.5
272,영주,2019-06-18,.2
272,영주,2019-06-26,18.5
272,영주,2019-06-27,9
272,영주,2019-06-28,.5
272,영주,2019-06-29,10.5
272,영주,2019-07-10,11
272,영주,2019-07-11,18.5
272,영주,2019-07-12,.3
272,영주,2019-07-15,5
272,영주,2019-07-16,15
272,영주,2019-07-18,2.5
272,영주,2019-07-19,.5
272,영주,2019-07-20,56.5
272,영주,2019-07-21,68
272,영주,2019-07-22,.1
272,영주,2019-07-25,13.5
272,영주,2019-07-26,7.5
272,영주,2019-07-27,2
272,영주,2019-07-28,8.5
272,영주,2019-08-03,.5
272,영주,2019-08-05,.5
272,영주,2019-08-06,8
272,영주,2019-08-07,28
272,영주,2019-08-08,12
272,영주,2019-08-09,.5
272,영주,2019-08-15,5.5
272,영주,2019-08-16,6
272,영주,2019-08-17,2
272,영주,2019-08-21,.3
272,영주,2019-08-22,11
272,영주,2019-08-27,18
272,영주,2019-08-28,1
272,영주,2019-09-02,5
272,영주,2019-09-03,10.5
272,영주,2019-09-04,10.5
272,영주,2019-09-05,34.5
272,영주,2019-09-06,.1
272,영주,2019-09-07,3.5
272,영주,2019-09-09,4.5
272,영주,2019-09-10,1.5
272,영주,2019-09-11,12.5
272,영주,2019-09-12,.2
272,영주,2019-09-21,26
272,영주,2019-09-22,60
272,영주,2019-10-02,92
272,영주,2019-10-03,51.5
272,영주,2019-10-05,.2
272,영주,2019-10-07,3.5
272,영주,2019-10-18,.2
272,영주,2019-10-19,.2
272,영주,2019-11-03,.4
272,영주,2019-11-10,3
272,영주,2019-11-11,2
272,영주,2019-11-13,4
272,영주,2019-11-15,3
272,영주,2019-11-16,1
272,영주,2019-11-17,49
272,영주,2019-11-18,9.5
272,영주,2019-11-24,.2
272,영주,2019-11-28,.3
272,영주,2019-12-01,5
272,영주,2019-12-02,.5
272,영주,2019-12-04,.5
272,영주,2019-12-11,.4
272,영주,2019-12-14,.6
272,영주,2019-12-17,.5
272,영주,2019-12-23,0
272,영주,2019-12-26,.4
272,영주,2019-12-29,8.2
272,영주,2019-12-30,1.4
272,영주,2020-01-06,5.9
272,영주,2020-01-07,58.4
272,영주,2020-01-08,2.1
272,영주,2020-01-19,0
272,영주,2020-01-23,.5
272,영주,2020-01-27,.6
272,영주,2020-01-28,0
272,영주,2020-01-29,.1
272,영주,2020-01-30,0
272,영주,2020-02-05,.3
272,영주,2020-02-12,20.6
272,영주,2020-02-13,.3
272,영주,2020-02-15,1.1
272,영주,2020-02-16,3.3
272,영주,2020-02-17,0
